# Program:featureCounts v2.0.0; Command:"/home/vera/bin/subread-2.0.0-source/bin/featureCounts" "-a" "/media/vera/big_data/coriandR/genom/bins.gtf" "-o" "output/15980MLL/patient.fc.tsv" "-T" "8" "output/15980MLL/patient.bam" 
Geneid	Chr	Start	End	Strand	Length	output/15980MLL/patient.bam
chrY-29	chrY	29000001	30000000	.	1000000	0
chrY-30	chrY	30000001	31000000	.	1000000	0
chrY-31	chrY	31000001	32000000	.	1000000	0
chrY-32	chrY	32000001	33000000	.	1000000	0
chrY-33	chrY	33000001	34000000	.	1000000	0
chrY-34	chrY	34000001	35000000	.	1000000	0
chrY-35	chrY	35000001	36000000	.	1000000	0
chrY-36	chrY	36000001	37000000	.	1000000	0
chrY-37	chrY	37000001	38000000	.	1000000	0
chrY-38	chrY	38000001	39000000	.	1000000	0
chrY-39	chrY	39000001	40000000	.	1000000	0
chrY-40	chrY	40000001	41000000	.	1000000	0
chrY-41	chrY	41000001	42000000	.	1000000	0
chrY-42	chrY	42000001	43000000	.	1000000	0
chrY-43	chrY	43000001	44000000	.	1000000	0
chrY-44	chrY	44000001	45000000	.	1000000	0
chrY-45	chrY	45000001	46000000	.	1000000	0
chrY-46	chrY	46000001	47000000	.	1000000	0
chrY-47	chrY	47000001	48000000	.	1000000	0
chrY-48	chrY	48000001	49000000	.	1000000	0
chrY-49	chrY	49000001	50000000	.	1000000	0
chrY-50	chrY	50000001	51000000	.	1000000	0
chrY-51	chrY	51000001	52000000	.	1000000	0
chrY-52	chrY	52000001	53000000	.	1000000	0
chrY-53	chrY	53000001	54000000	.	1000000	0
chrY-54	chrY	54000001	55000000	.	1000000	0
chrY-55	chrY	55000001	56000000	.	1000000	0
chrY-56	chrY	56000001	57000000	.	1000000	19200
chrY-57	chrY	57000001	57227415	.	227415	0
