""	"Chr"	"Start"	"End"	"Strand"	"Length"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"mean"	"sd"
"chr11-0"	"chr11"	1	1000000	"."	1000000	1.7720207253886	1.90588235294118	1.73656480505796	2.01617250673854	1.85108388312912	1.73384763741562	1.91012947448591	1.94085027726433	1.81686746987952	1.70984455958549	2.10707269155206	1.54915254237288	1.70738636363636	1.78217821782178	1.97230769230769	1.83409074663847	0.143547962669275
"chr11-1"	"chr11"	1000001	2000000	"."	1000000	1.94522575869726	2.05647058823529	1.88198103266596	1.79784366576819	1.99622997172479	1.78206364513018	1.87661843107388	2.04990757855823	1.77991967871486	1.86528497409326	2.24459724950884	1.92881355932203	1.86931818181818	2.03960396039604	2.19507692307692	1.9539303465856	0.142064593794839
"chr11-2"	"chr11"	2000001	3000000	"."	1000000	1.89489267209474	2.08313725490196	2.01896733403583	2.09703504043127	2.11687087653157	1.8457087753134	1.83396801218583	2.14232902033272	1.97751004016064	2.0440414507772	2.2475442043222	1.96271186440678	1.76704545454545	2.02970297029703	2.19876923076923	2.01734894674039	0.138430528604095
"chr11-3"	"chr11"	3000001	4000000	"."	1000000	1.96447076239822	1.95921568627451	2.18124341412013	1.87061994609164	2.02450518378888	2.01350048216008	2.02437166793602	2.17005545286506	1.98714859437751	2.18134715025907	2.20039292730845	1.64406779661017	2.05113636363636	1.56435643564356	2.19753846153846	2.00226468833388	0.191619307012292
"chr11-4"	"chr11"	4000001	5000000	"."	1000000	1.97187268689859	2.03607843137255	2.03793466807165	1.99730458221024	2.00754005655042	1.88813886210222	2.17669459253618	2.06839186691312	2.085140562249	1.95336787564767	2.05893909626719	1.96949152542373	1.90625	2.17821782178218	1.97723076923077	2.02083955981703	0.0846801268678091
"chr11-5"	"chr11"	5000001	6000000	"."	1000000	2.05329385640266	2.05803921568627	2.01896733403583	1.90566037735849	1.96229971724788	1.98649951783992	2.04265041888804	2.00739371534196	2.03534136546185	2.18652849740933	1.95481335952849	2.02033898305085	1.81534090909091	2.06930693069307	1.90338461538462	2.00132392089468	0.0868717774963645
"chr11-6"	"chr11"	6000001	7000000	"."	1000000	2	1.93254901960784	1.9536354056902	1.88679245283019	2.06786050895382	1.824493731919	1.93145468392993	1.93900184842884	2.10281124497992	1.9119170984456	2.11001964636542	2	2.05965909090909	2.16831683168317	2.11876923076923	2.00048538630082	0.0999169026604151
"chr11-7"	"chr11"	7000001	8000000	"."	1000000	1.94670614359734	2.05019607843137	2.21707060063224	2.00539083557951	1.84731385485391	2.07907425265188	1.94973343488195	2.03881700554529	2.11887550200803	1.8860103626943	1.93025540275049	2.01016949152542	2.15340909090909	2.07920792079208	2.01723076923077	2.02196404973891	0.100381227935488
"chr11-8"	"chr11"	8000001	9000000	"."	1000000	2.05773501110289	2.15529411764706	2.38566912539515	2.02156334231806	2.04524033930254	1.9556412729026	1.93450114242193	2.13308687615527	2.04016064257028	2.30051813471503	2.12671905697446	2.09152542372881	2.17613636363636	1.78217821782178	2.17784615384615	2.09225434803589	0.146742517054609
"chr11-9"	"chr11"	9000001	10000000	"."	1000000	2.15544041450777	1.97647058823529	2.07586933614331	2.04312668463612	1.94533459000942	1.97107039537126	2.01675552170602	1.98890942698706	2.0144578313253	2.28497409326425	1.92239685658153	1.86440677966102	1.89488636363636	1.88118811881188	2.05661538461538	2.00612682569947	0.110257751166895
"chr11-10"	"chr11"	10000001	11000000	"."	1000000	2.039970392302	1.98901960784314	2.3709167544784	2.12398921832884	2.04712535344015	2.06750241080039	2.13404417364813	2.1460258780037	2.13975903614458	2.22538860103627	2.17779960707269	2.01016949152542	2.10511363636364	2.67326732673267	2.12615384615385	2.15841635559159	0.170420635828977
"chr11-11"	"chr11"	11000001	12000000	"."	1000000	2.14063656550703	2.02039215686275	2.13066385669125	2.18059299191375	2.01696512723845	1.9556412729026	1.93297791317593	2.22365988909427	1.99839357429719	2.01295336787565	2.15422396856582	2.16271186440678	2.05113636363636	2.14851485148515	2.184	2.0875642509102	0.0928125014648098
"chr11-12"	"chr11"	12000001	13000000	"."	1000000	2.06661732050333	1.98588235294118	2.00421496311907	2.09433962264151	1.99245994344958	2.2198649951784	2.07311500380807	2.19408502772643	2.09317269076305	2.14248704663212	2.07858546168959	1.94237288135593	1.99431818181818	2.11881188118812	2.07261538461538	2.071529517162	0.0784319118797796
"chr11-13"	"chr11"	13000001	14000000	"."	1000000	1.98223538119911	2.08313725490196	2.14752370916754	2.07008086253369	2.13760603204524	2.04821600771456	2.06854531607007	2.13678373382625	2.07710843373494	2.11658031088083	2.18172888015717	2.17966101694915	2.05113636363636	2.05940594059406	2.04615384615385	2.09239353930432	0.0558289711510511
"chr11-14"	"chr11"	14000001	15000000	"."	1000000	2.16284233900814	2.05960784313725	2.14963119072708	2.16711590296496	1.937794533459	1.99807135969142	2.18126428027418	2.06839186691312	2.07068273092369	2.09067357512953	2.03241650294695	2.2271186440678	2.15056818181818	2.1980198019802	2.03692307692308	2.10207478866431	0.0822035003844816
"chr11-15"	"chr11"	15000001	16000000	"."	1000000	2.01480384900074	1.98901960784314	1.9072708113804	2.1078167115903	2.13760603204524	2.06364513018322	1.98476770753998	2.06839186691312	1.91004016064257	2.04663212435233	2.07170923379175	2.11864406779661	2.17045454545455	1.92079207920792	2.13846153846154	2.04333703108023	0.0863022879799147
"chr11-16"	"chr11"	16000001	17000000	"."	1000000	2.08438193930422	2.08470588235294	1.99157007376185	1.92452830188679	1.82092365692743	2.0655737704918	2.02132520944402	1.92975970425139	2.14136546184739	1.91968911917098	2.00196463654224	2.07796610169492	1.86647727272727	1.97029702970297	1.928	1.98856854400708	0.0911318414370828
"chr11-17"	"chr11"	17000001	18000000	"."	1000000	2.05625462620281	2.06117647058824	2.17492096944152	2	2.16776625824694	1.90163934426229	2.06549885757807	2.14417744916821	2.06907630522088	2.10362694300518	2.17583497053045	1.94915254237288	1.97443181818182	2.05940594059406	2.16307692307692	2.07106929456468	0.0863670544942335
"chr11-18"	"chr11"	18000001	19000000	"."	1000000	1.92746113989637	2.04235294117647	2.09905163329821	2.15902964959569	2.062205466541	1.99421407907425	1.995430312262	2.04066543438078	2.16385542168675	2.06217616580311	2.0992141453831	1.93898305084746	2.09375	2.11881188118812	2.04738461538462	2.05630572910119	0.0705141626551493
"chr11-19"	"chr11"	19000001	20000000	"."	1000000	2.1480384900074	2.19450980392157	2.25289778714436	2.1832884097035	2.02639019792648	2.03085824493732	2.06245239908606	2.34011090573013	1.99196787148594	2.19948186528497	2.22593320235756	1.87118644067797	1.96590909090909	1.98019801980198	2.10276923076923	2.10506613064957	0.128883811242038
"chr11-20"	"chr11"	20000001	21000000	"."	1000000	1.94818652849741	2.06117647058824	2.08851422550053	2.00808625336927	2.02073515551367	2.18129218900675	1.96344249809596	2.06839186691312	1.97751004016064	1.98186528497409	1.98722986247544	1.91186440677966	2.15056818181818	2.32673267326733	1.98707692307692	2.04417817066915	0.107809369415424
"chr11-21"	"chr11"	21000001	22000000	"."	1000000	2.15840118430792	2.04705882352941	1.85036880927292	1.92183288409704	1.98868991517436	1.97492767598843	2.00913937547601	1.91866913123845	2.09799196787149	2.00777202072539	1.94302554027505	1.98983050847458	2.03409090909091	2	1.88430769230769	1.98840709585531	0.0796434660549011
"chr11-22"	"chr11"	22000001	23000000	"."	1000000	1.80458919319023	1.89490196078431	1.98735511064278	2.07547169811321	1.92082940622055	2.18514946962392	2.03808073115004	1.95933456561922	2.05943775100402	1.82901554404145	1.87229862475442	2.03728813559322	2.03977272727273	1.84158415841584	1.87815384615385	1.96155086150532	0.109725126445603
"chr11-23"	"chr11"	23000001	24000000	"."	1000000	2.03256846780163	1.72862745098039	1.63540569020021	2.05660377358491	1.85862393967955	2.05207328833173	2.06702208682407	1.96118299445471	1.76867469879518	1.85233160621762	1.76129666011788	1.94915254237288	2.00568181818182	2.1980198019802	1.84984615384615	1.91847406489126	0.155036753763732
"chr11-24"	"chr11"	24000001	25000000	"."	1000000	1.8519615099926	2.02039215686275	1.91780821917808	1.88948787061995	2.01696512723845	2.0443587270974	2.11424219345011	1.70055452865065	1.97429718875502	1.69170984455959	1.74557956777996	2.12203389830508	1.99715909090909	1.87128712871287	1.85846153846154	1.92108657270488	0.137528644690046
"chr11-25"	"chr11"	25000001	26000000	"."	1000000	1.920059215396	1.84156862745098	1.70706006322445	1.97035040431267	1.8737040527804	1.94985535197686	1.99238385376999	1.87615526802218	1.91325301204819	1.70725388601036	1.86345776031434	1.98305084745763	2	1.89108910891089	1.88369230769231	1.89152891729115	0.0898810396966096
"chr11-26"	"chr11"	26000001	27000000	"."	1000000	1.95114729829756	1.9121568627451	1.95785036880927	1.91644204851752	2.08294062205467	2.13693346190935	1.91012947448591	1.98521256931608	1.89718875502008	1.97150259067358	1.93811394891945	1.95593220338983	1.98011363636364	2.22772277227723	1.86584615384615	1.97928218444169	0.0977434317370126
"chr11-27"	"chr11"	27000001	28000000	"."	1000000	1.95558845299778	2.02823529411765	2.0231822971549	2	1.8435438265787	2.00578592092575	1.998476770754	2.03142329020333	2.03373493975904	2.06217616580311	2.07662082514735	1.83389830508475	1.99431818181818	2.36633663366337	2.01538461538462	2.01791370129283	0.11860234416381
"chr11-28"	"chr11"	28000001	29000000	"."	1000000	2.02664692820133	1.7678431372549	1.89884088514225	1.91913746630728	2.00188501413761	2.0327868852459	2.01675552170602	2.12384473197782	2.11084337349398	1.90155440414508	1.87819253438114	1.98305084745763	1.96306818181818	2.13861386138614	1.81723076923077	1.97201963612573	0.1093541249887
"chr11-29"	"chr11"	29000001	30000000	"."	1000000	1.9659511472983	1.95764705882353	1.96628029504742	2.06199460916442	1.90386427898209	1.92864030858245	2.13099771515613	1.91127541589649	2.01927710843374	1.88341968911917	1.98133595284872	1.92203389830508	2.09090909090909	2.26732673267327	1.87323076923077	1.99094560469804	0.107656387479164
"chr11-30"	"chr11"	30000001	31000000	"."	1000000	1.89341228719467	1.99529411764706	1.82086406743941	2.11051212938005	2.0301602262017	2.08871745419479	1.88575780654989	1.89833641404806	1.89718875502008	1.98186528497409	1.96660117878193	2.2135593220339	2.02556818181818	1.93069306930693	1.95569230769231	1.9796148401522	0.102351637093872
"chr11-31"	"chr11"	31000001	32000000	"."	1000000	1.96299037749815	2.02039215686275	2.04847207586934	1.9622641509434	2.04147031102733	2.08486017357763	2	1.99815157116451	1.98714859437751	1.86528497409326	1.9056974459725	1.99661016949153	2.01704545454545	2.12871287128713	1.78953846153846	1.98724258588326	0.0846891949126747
"chr11-32"	"chr11"	32000001	33000000	"."	1000000	2.05033308660252	2.03764705882353	2.00842992623815	1.87061994609164	1.94533459000942	1.99228543876567	1.92993145468393	2.14232902033272	1.92289156626506	2.26165803108808	2.00785854616896	2.10169491525424	1.93181818181818	1.95049504950495	2.01292307692308	2.01108332590467	0.0997189293621206
"chr11-33"	"chr11"	33000001	34000000	"."	1000000	1.97335307179867	2.00941176470588	2.23814541622761	2.15902964959569	1.88501413760603	2.16007714561234	2.02284843869002	2.07393715341959	2.10441767068273	2.2020725388601	2.01768172888016	1.91525423728814	1.93181818181818	2.27722772277228	1.99876923076923	2.06460387258178	0.121234404763477
"chr11-34"	"chr11"	34000001	35000000	"."	1000000	1.96150999259808	2.09098039215686	1.92202318229715	2.0377358490566	2.0301602262017	2.05400192864031	2	1.89463955637708	1.87469879518072	2.10362694300518	2.03634577603143	2.11186440677966	2.07954545454545	1.86138613861386	2.06092307692308	2.00796278122714	0.0848382379139891
"chr11-35"	"chr11"	35000001	36000000	"."	1000000	2.079940784604	2.02509803921569	2.20653319283456	2.21293800539084	2.08294062205467	2.00385728061717	2.12642802741813	2.05914972273567	2.15903614457831	2.16321243523316	2.09724950884086	1.90847457627119	1.77272727272727	2.08910891089109	2.10830769230769	2.07300014771469	0.114189517735795
"chr11-36"	"chr11"	36000001	37000000	"."	1000000	2.13767579570688	2.11921568627451	2.04425711275026	2.2911051212938	2.27521206409048	2.08678881388621	1.97715156130998	2.12384473197782	2.00160642570281	2.10880829015544	2.12278978388998	1.94576271186441	2.10511363636364	1.86138613861386	2.11815384615385	2.0879247813356	0.112479768791423
"chr11-37"	"chr11"	37000001	38000000	"."	1000000	1.80014803849001	1.83529411764706	1.93677555321391	1.95417789757412	1.89066918001885	1.92864030858245	1.92688499619193	1.75785582255083	1.80401606425703	2.0699481865285	1.88408644400786	2.00677966101695	2.21590909090909	2.07920792079208	1.87261538461538	1.9308672444264	0.122007798457082
"chr11-38"	"chr11"	38000001	39000000	"."	1000000	1.96891191709845	1.92313725490196	1.79557428872497	1.90026954177898	2.09048067860509	2.25650916104147	2.05026656511805	1.72828096118299	2.16385542168675	1.52072538860104	1.84872298624754	2.03728813559322	1.93465909090909	2.01980198019802	1.85723076923077	1.93971427606123	0.181326269359871
"chr11-39"	"chr11"	39000001	40000000	"."	1000000	2.00444115470022	1.8321568627451	1.87144362486828	2.04043126684636	2.03393025447691	2.02507232401157	1.995430312262	1.74121996303142	2.00642570281124	1.9740932642487	1.81139489194499	1.92203389830508	1.875	1.86138613861386	1.87815384615385	1.92484090033464	0.0935167391180584
"chr11-40"	"chr11"	40000001	41000000	"."	1000000	1.98667653589933	2.02980392156863	2.06743940990516	2.11859838274933	1.9057492931197	2.17357762777242	2.14775323686215	1.95563770794824	1.92610441767068	1.69170984455959	1.91453831041257	2.18983050847458	1.99431818181818	1.96039603960396	1.85415384615385	1.99441915096789	0.133292971618225
"chr11-41"	"chr11"	41000001	42000000	"."	1000000	1.9259807549963	1.94352941176471	1.64172813487882	2.03504043126685	1.88878416588124	2.04050144648023	2.17364813404417	1.94639556377079	2.07228915662651	1.94041450777202	1.8909626719057	2.08474576271186	1.86079545454545	2.04950495049505	1.83753846153846	1.95545726724521	0.128618895473065
"chr11-42"	"chr11"	42000001	43000000	"."	1000000	2.09770540340489	1.94509803921569	1.82718651211802	2.1644204851752	2.02827521206409	2.07135969141755	1.94973343488195	2.00739371534196	1.96305220883534	1.87823834196891	2.04223968565815	1.9864406779661	2.17897727272727	2.16831683168317	1.90892307692308	2.01449070595876	0.107437709817154
"chr11-43"	"chr11"	43000001	44000000	"."	1000000	1.93634344929682	2.01882352941176	2.16438356164384	2.02964959568733	2.02450518378888	2.05593056894889	2.1980198019802	1.93530499075786	2	2.10880829015544	2.04911591355599	2.12542372881356	1.82954545454545	2.03960396039604	2.064	2.03863053526547	0.0932549251801103
"chr11-44"	"chr11"	44000001	45000000	"."	1000000	2.25906735751295	2.14901960784314	2.08429926238145	1.99460916442049	2.10367577756833	1.94985535197686	2.07159177456207	2.30499075785582	1.99196787148594	1.93264248704663	2.18860510805501	2.08135593220339	2.25	1.77227722772277	2.26092307692308	2.09299205050386	0.148175566353552
"chr11-45"	"chr11"	45000001	46000000	"."	1000000	2.06217616580311	2.01411764705882	1.99789251844046	1.92722371967655	2.0942507068803	2.0327868852459	2.04874333587205	2.46950092421442	1.91967871485944	2.19430051813471	2.37524557956778	2.24406779661017	2.0625	1.82178217821782	2.16738461538462	2.09544342039774	0.171913081601819
"chr11-46"	"chr11"	46000001	47000000	"."	1000000	2.09918578830496	2.04392156862745	2.1390937829294	1.95417789757412	1.93590951932139	1.92864030858245	1.91774562071592	2.08687615526802	2.04658634538153	1.99740932642487	2.10314341846758	1.94576271186441	1.84659090909091	2.41584158415842	2.048	2.03392566244743	0.134690724019256
"chr11-47"	"chr11"	47000001	48000000	"."	1000000	1.98815692079941	2.05333333333333	2	1.9622641509434	2.0301602262017	1.98842815814851	2.04112718964204	2.11275415896488	1.9421686746988	1.89637305699482	2.19646365422397	2.0135593220339	1.79545454545455	2.08910891089109	2.09292307692308	2.01348502528356	0.0957706594191294
"chr11-48"	"chr11"	48000001	49000000	"."	1000000	2.02960769800148	2.0956862745098	2.25079030558483	2.19407008086253	2.0301602262017	1.94599807135969	2.01066260472201	2.14417744916821	1.92289156626506	2.60621761658031	2.06188605108055	1.92542372881356	2.06818181818182	2.15841584158416	1.96738461538462	2.09410359655335	0.17240544822639
"chr11-49"	"chr11"	49000001	50000000	"."	1000000	2.02812731310141	1.93725490196078	1.79768177028451	1.98921832884097	2.10179076343073	1.92478302796528	2.05331302361005	1.97597042513863	1.90682730923695	1.76683937823834	1.86836935166994	2.03389830508475	1.96875	1.87128712871287	1.80923076923077	1.93555611976707	0.0994189056099856
"chr11-50"	"chr11"	50000001	51000000	"."	1000000	1.64174685418209	1.65333333333333	1.80821917808219	1.86253369272237	1.58718190386428	1.87849566055931	1.65270373191165	1.88539741219963	1.64176706827309	1.82901554404145	1.72986247544204	1.53559322033898	1.77840909090909	1.62376237623762	1.90953846153846	1.73450400024237	0.122726070811849
