""	"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"62720_S6_L001.bam"	"63120_S8_L001.bam"	"63220_S9_L001.bam"	"63320_S1_L001.bam"	"63420_S1_L001.bam"	"63520_S2_L001.bam"	"63620_S3_L001.bam"	"63720_S4_L001.bam"	"63820_S5_L001.bam"	"64820_S7_L001.bam"	"AML11_S6_L001.bam"	"AML12_S6_L001.bam"	"AML13_S7_L001.bam"	"AML14_S8_L001.bam"	"healthy1_S4_L001.bam"	"healthy2_S5_L001.bam"	"healthy3_S6_L001.bam"	"Kontrolle-karyotype_S6_L001.bam"	"WholeGenomeHealthy_S7_L001.bam"	"gc"	"bin"	"sum"	"norm.var"	"gc_blocked"	"norm.clean.var"	"var_blocked"	"norm.pat"
"1955"	"chr12-4"	"chr12"	4000001	5000000	"."	1000000	1426	1367	996	797	1035	989	1194	1115	1265	768	2185	608	719	201	3371	2408	775	1323	922	0.428555	1955	23464	0.0104396046983016	FALSE	0.0104396046983016	FALSE	NA
"1956"	"chr12-5"	"chr12"	5000001	6000000	"."	1000000	1408	1392	987	836	1152	1008	1331	1097	1303	782	2142	673	742	212	3499	2470	882	1395	955	0.44008	1956	24266	0.00826331626625755	FALSE	0.00826331626625755	FALSE	NA
"1957"	"chr12-6"	"chr12"	6000001	7000000	"."	1000000	1333	1313	996	756	1012	976	1234	1277	1307	781	2351	537	686	168	3549	2554	988	1444	875	0.497602	1957	24137	0.0351423213007075	FALSE	0.0351423213007075	FALSE	NA
"1958"	"chr12-7"	"chr12"	7000001	8000000	"."	1000000	1295	1198	951	753	1012	1022	1217	1026	1287	765	2009	565	717	218	3188	2297	826	1271	943	0.425076	1958	22560	0.00970688131364227	FALSE	0.00606473506417852	FALSE	NA
"1959"	"chr12-8"	"chr12"	8000001	9000000	"."	1000000	1504	1342	1049	690	947	978	1369	1017	1223	806	2041	580	712	207	3137	2197	808	1271	744	0.430009	1959	22622	0.0177311280804542	FALSE	0.0177311280804542	FALSE	NA
"1960"	"chr12-9"	"chr12"	9000001	10000000	"."	1000000	1181	1297	914	718	1032	932	1194	1045	1061	745	1890	534	637	210	3185	2312	702	1233	807	0.398775	1960	21629	0.0126587888936594	FALSE	0.0126587888936594	FALSE	NA
"1961"	"chr12-10"	"chr12"	10000001	11000000	"."	1000000	1232	1224	919	793	1038	1023	1281	1055	1176	854	2071	597	742	176	2996	2113	802	1195	856	0.3757	1961	22143	0.0147620304788464	FALSE	0.0147620304788464	FALSE	NA
"1962"	"chr12-11"	"chr12"	11000001	12000000	"."	1000000	1378	1367	1017	630	1022	1053	1432	1155	1234	907	2059	574	752	236	3180	2226	811	1291	774	0.403261	1962	23098	0.0241869132134239	FALSE	0.0241869132134239	FALSE	NA
"1963"	"chr12-12"	"chr12"	12000001	13000000	"."	1000000	1424	1280	973	773	1094	1013	1307	1052	1214	856	2090	598	689	186	3219	2254	857	1342	844	0.426163	1963	23065	0.007335885717013	FALSE	0.007335885717013	FALSE	NA
"1964"	"chr12-13"	"chr12"	13000001	14000000	"."	1000000	1350	1288	936	717	1066	1027	1282	1222	1255	792	2219	585	700	236	3350	2555	875	1317	879	0.415412	1964	23651	0.0114682007255605	FALSE	0.00797735825162647	FALSE	NA
"1965"	"chr12-14"	"chr12"	14000001	15000000	"."	1000000	1356	1240	1022	749	1048	998	1326	1032	1233	786	2115	578	679	189	3432	2345	833	1338	781	0.395972	1965	23080	0.00699075734672264	FALSE	0.00699075734672264	FALSE	NA
"1966"	"chr12-15"	"chr12"	15000001	16000000	"."	1000000	1387	1219	1104	736	1038	1091	1348	1014	1163	816	1951	543	688	177	3210	2203	806	1241	875	0.374407	1966	22610	0.0175006150472179	FALSE	0.00965864157149866	FALSE	NA
"1967"	"chr12-16"	"chr12"	16000001	17000000	"."	1000000	1324	1229	782	676	1036	1070	1424	1095	1330	805	1930	612	752	225	3274	2167	807	1255	842	0.366245	1967	22635	0.0166572498882462	FALSE	0.0107827527782894	FALSE	NA
"1968"	"chr12-17"	"chr12"	17000001	18000000	"."	1000000	1273	1082	805	717	1049	1002	1340	1024	1305	673	1955	555	722	178	3125	2115	717	1193	886	0.355742	1968	21716	0.0163166821950877	FALSE	0.0163166821950877	FALSE	NA
"1969"	"chr12-18"	"chr12"	18000001	19000000	"."	1000000	1331	1276	904	688	985	1118	1356	1041	1220	710	1942	586	774	224	3116	2211	801	1114	857	0.363553	1969	22254	0.0161847338114796	FALSE	0.0161847338114796	FALSE	NA
"1970"	"chr12-19"	"chr12"	19000001	20000000	"."	1000000	1288	1293	923	702	1148	1084	1281	1021	1260	838	1957	595	765	217	3199	2207	846	1250	832	0.391147	1970	22706	0.00958812816401508	FALSE	0.00958812816401508	FALSE	NA
"1971"	"chr12-20"	"chr12"	20000001	21000000	"."	1000000	1271	1185	807	686	998	1040	1327	971	1289	699	1831	599	715	212	3079	2103	782	1164	863	0.365299	1971	21621	0.0142288012426316	FALSE	0.0142288012426316	FALSE	NA
"1972"	"chr12-21"	"chr12"	21000001	22000000	"."	1000000	1360	1167	909	693	1123	1086	1342	1030	1336	710	1904	551	709	224	3165	2207	680	1174	874	0.366309	1972	22244	0.0185714462741966	FALSE	0.0185714462741966	FALSE	NA
"1973"	"chr12-22"	"chr12"	22000001	23000000	"."	1000000	1258	1344	940	779	1094	1069	1327	977	1308	787	1918	605	642	218	3022	2283	738	1222	852	0.37765	1973	22383	0.0130534372784219	FALSE	0.0130534372784219	FALSE	NA
"1974"	"chr12-23"	"chr12"	23000001	24000000	"."	1000000	1302	1277	859	732	1094	1056	1371	990	1176	648	1920	604	731	187	3056	2258	729	1166	808	0.360542	1974	21964	0.0139644877437479	FALSE	0.0139644877437479	FALSE	NA
"1975"	"chr12-24"	"chr12"	24000001	25000000	"."	1000000	1331	1321	926	714	1182	1008	1447	1055	1278	774	2005	617	674	199	3119	2284	789	1316	846	0.379674	1975	22885	0.00773508345161598	FALSE	0.00773508345161598	FALSE	NA
"1976"	"chr12-25"	"chr12"	25000001	26000000	"."	1000000	1339	1264	938	776	1114	1092	1282	1007	1295	779	2034	513	725	205	3178	2165	776	1266	780	0.390022	1976	22528	0.00888287859870311	FALSE	0.00621353804175433	FALSE	NA
"1977"	"chr12-26"	"chr12"	26000001	27000000	"."	1000000	1308	1250	1039	794	1015	930	1334	1053	1283	828	2081	612	740	191	3253	2299	847	1298	901	0.390107	1977	23056	0.0114230386475413	FALSE	0.0114230386475413	FALSE	NA
"1978"	"chr12-27"	"chr12"	27000001	28000000	"."	1000000	1422	1251	956	706	1113	1024	1273	1055	1191	828	2235	629	644	181	3346	2225	797	1300	902	0.397915	1978	23078	0.0126152187232129	FALSE	0.0126152187232129	FALSE	NA
"1979"	"chr12-28"	"chr12"	28000001	29000000	"."	1000000	1479	1281	994	740	1120	1026	1322	991	1286	736	1947	577	696	236	3275	2187	785	1191	786	0.366962	1979	22655	0.0156933907773572	FALSE	0.0096504422203936	FALSE	NA
"1980"	"chr12-29"	"chr12"	29000001	30000000	"."	1000000	1318	1282	958	775	1091	1086	1403	1051	1280	785	2003	549	700	251	3282	2233	786	1229	876	0.385726	1980	22938	0.015940062955152	FALSE	0.00479694903657028	FALSE	NA
"1981"	"chr12-30"	"chr12"	30000001	31000000	"."	1000000	1344	1258	881	773	1036	1032	1355	1190	1251	813	1942	596	732	213	3404	2205	862	1268	799	0.406101	1981	22954	0.00752823949657046	FALSE	0.00752823949657046	FALSE	NA
"1982"	"chr12-31"	"chr12"	31000001	32000000	"."	1000000	1345	1325	1011	809	1087	1037	1261	1078	1145	806	2027	565	679	193	3207	2176	820	1307	834	0.428733	1982	22712	0.00844611664689639	FALSE	0.00844611664689639	FALSE	NA
"1983"	"chr12-32"	"chr12"	32000001	33000000	"."	1000000	1273	1187	941	735	1048	990	1234	1051	1291	786	2024	586	668	182	3111	2160	789	1279	791	0.41095	1983	22126	0.0047695310524901	FALSE	0.0047695310524901	FALSE	NA
"1984"	"chr12-33"	"chr12"	33000001	34000000	"."	1000000	1364	1271	879	783	1061	1118	1289	1032	1185	691	1955	550	704	216	3082	2289	729	1242	850	0.367271	1984	22290	0.0117302118879935	FALSE	0.0117302118879935	FALSE	NA
"1985"	"chr12-34"	"chr12"	34000001	35000000	"."	1000000	1323	1309	986	689	1053	1061	1415	1154	1179	861	1847	606	672	210	3155	2173	784	1179	974	0.392846	1985	22630	0.0192672023850344	FALSE	0.0192672023850344	FALSE	NA
"1986"	"chr12-35"	"chr12"	35000001	36000000	"."	1000000	1970	1914	1637	868	1440	1384	3019	1944	1739	1523	2379	891	822	356	3955	2849	1016	1669	2264	0.385528	1986	33639	0.355890815691391	FALSE	NA	TRUE	NA
"1987"	"chr12-36"	"chr12"	36000001	37000000	"."	1000000	1471	1273	1153	553	1080	989	1850	1348	1184	995	1906	623	638	293	3110	2271	796	1245	1556	0.38536	1987	24334	0.255403716581543	FALSE	NA	TRUE	NA
"1988"	"chr12-37"	"chr12"	37000001	38000000	"."	1000000	1319	1289	1011	770	1088	1099	1542	1043	1241	893	1865	509	661	213	3250	2446	827	1212	1554	0.356854	1988	23832	0.165417568768676	FALSE	0.0231355088143671	FALSE	NA
"1989"	"chr12-38"	"chr12"	38000001	39000000	"."	1000000	1324	1309	924	728	1078	1151	1324	1022	1281	796	1837	626	666	216	3209	2301	788	1139	838	0.375978	1989	22557	0.0118885167047967	FALSE	0.0118885167047967	FALSE	NA
"1990"	"chr12-39"	"chr12"	39000001	40000000	"."	1000000	1355	1227	931	798	1055	1039	1283	1022	1226	752	1998	590	758	226	3204	2068	784	1234	870	0.370751	1990	22420	0.0111635383748261	FALSE	0.0111635383748261	FALSE	NA
"1991"	"chr12-40"	"chr12"	40000001	41000000	"."	1000000	1262	1193	843	725	1052	1113	1233	1080	1217	787	1907	601	733	252	3079	2068	746	1283	876	0.362469	1991	22050	0.0264286387970026	FALSE	0.0110859100063337	FALSE	NA
"1992"	"chr12-41"	"chr12"	41000001	42000000	"."	1000000	1363	1253	999	751	1091	1074	1370	1093	1291	785	1930	609	735	169	3114	2253	784	1279	839	0.37294	1992	22782	0.0101716571256903	FALSE	0.00423376628873389	FALSE	NA
"1993"	"chr12-42"	"chr12"	42000001	43000000	"."	1000000	1226	1302	856	661	1057	1010	1370	1068	1287	798	2030	620	690	233	3140	2260	737	1306	846	0.39689	1993	22497	0.015576160753068	FALSE	0.0101006984599908	FALSE	NA
"1994"	"chr12-43"	"chr12"	43000001	44000000	"."	1000000	1328	1218	888	771	1091	1031	1397	980	1270	677	2000	645	703	219	3172	2177	738	1179	839	0.369773	1994	22323	0.015278752000183	FALSE	0.015278752000183	FALSE	NA
"1995"	"chr12-44"	"chr12"	44000001	45000000	"."	1000000	1363	1230	790	798	1034	1038	1311	1034	1234	748	1920	598	678	224	3112	2256	752	1207	880	0.368522	1995	22207	0.014716574120567	FALSE	0.0104191299983707	FALSE	NA
"1996"	"chr12-45"	"chr12"	45000001	46000000	"."	1000000	1403	1256	970	816	1070	956	1334	1023	1277	761	1895	592	730	203	3021	2277	747	1119	886	0.3855	1996	22336	0.0142042767206334	FALSE	0.0142042767206334	FALSE	NA
"1997"	"chr12-46"	"chr12"	46000001	47000000	"."	1000000	1347	1311	946	758	1107	1064	1304	1123	1228	798	2055	645	759	190	3258	2220	814	1250	904	0.388931	1997	23081	0.00649901626988142	FALSE	0.00649901626988142	FALSE	NA
"1998"	"chr12-47"	"chr12"	47000001	48000000	"."	1000000	1473	1294	964	785	1034	1036	1377	1141	1295	775	2135	636	731	218	3421	2423	890	1220	806	0.43148	1998	23654	0.00683794301529607	FALSE	0.00683794301529607	FALSE	NA
"1999"	"chr12-48"	"chr12"	48000001	49000000	"."	1000000	1384	1335	1012	680	991	1011	1328	1033	1243	805	2145	568	691	200	3494	2225	825	1295	846	0.436881	1999	23111	0.00810505482626707	FALSE	0.00810505482626707	FALSE	NA
"2000"	"chr12-49"	"chr12"	49000001	50000000	"."	1000000	1416	1225	963	746	1037	991	1295	1206	1149	778	2191	584	670	214	3338	2276	902	1281	779	0.474688	2000	23041	0.0115451528788334	FALSE	0.0115451528788334	FALSE	NA
"2001"	"chr12-50"	"chr12"	50000001	51000000	"."	1000000	1373	1305	968	716	1068	976	1209	1098	1248	768	2154	586	670	196	3386	2258	768	1232	743	0.430902	2001	22722	0.00780107797932575	FALSE	0.00780107797932575	FALSE	NA
"2002"	"chr12-51"	"chr12"	51000001	52000000	"."	1000000	1423	1275	1059	815	1053	931	1342	1114	1326	787	2123	626	630	208	3402	2309	886	1375	777	0.448865	2002	23461	0.0155260695858548	FALSE	0.0155260695858548	FALSE	NA
"2003"	"chr12-52"	"chr12"	52000001	53000000	"."	1000000	1366	1420	1063	671	1098	1016	1365	1192	1232	769	2298	589	679	231	3796	2362	992	1314	840	0.49628	2003	24293	0.02381175685336	FALSE	0.02381175685336	FALSE	NA
"2004"	"chr12-53"	"chr12"	53000001	54000000	"."	1000000	1498	1343	1024	754	1084	1003	1317	1100	1230	766	2185	619	669	197	3429	2494	907	1271	814	0.471137	2004	23704	0.0107174355414417	FALSE	0.0107174355414417	FALSE	NA
"2005"	"chr12-54"	"chr12"	54000001	55000000	"."	1000000	1346	1335	977	781	1127	1038	1283	1141	1293	867	2199	626	739	223	3480	2427	841	1413	902	0.448301	2005	24038	0.00502565057345182	FALSE	0.00502565057345182	FALSE	NA
"2006"	"chr12-55"	"chr12"	55000001	56000000	"."	1000000	1339	1249	897	775	1080	1066	1309	1081	1326	768	2009	592	679	195	3314	2335	801	1292	840	0.406457	2006	22947	0.00290680040653943	FALSE	0.00290680040653943	FALSE	NA
"2007"	"chr12-56"	"chr12"	56000001	57000000	"."	1000000	1424	1350	1025	722	976	985	1367	1141	1275	827	2261	544	640	238	3416	2382	852	1336	818	0.465169	2007	23579	0.0175906773692292	FALSE	0.0175906773692292	FALSE	NA
"2008"	"chr12-57"	"chr12"	57000001	58000000	"."	1000000	1339	1289	1014	720	1057	1107	1333	1179	1238	730	2216	614	681	201	3422	2483	869	1349	741	0.477352	2008	23582	0.0114199966054481	FALSE	0.00765952076495557	FALSE	NA
"2009"	"chr12-58"	"chr12"	58000001	59000000	"."	1000000	1388	1300	943	728	1063	1012	1299	1057	1286	825	1935	565	759	249	3252	2323	789	1199	835	0.384137	2009	22807	0.0174237843457926	FALSE	0.00639449325651389	FALSE	NA
"2010"	"chr12-59"	"chr12"	59000001	60000000	"."	1000000	1376	1217	925	751	1146	1055	1283	985	1226	804	1901	566	724	182	2931	2148	778	1210	801	0.362929	2010	22009	0.0107021291253792	FALSE	0.0107021291253792	FALSE	NA
"2011"	"chr12-60"	"chr12"	60000001	61000000	"."	1000000	1259	1209	889	776	1051	1115	1256	913	1231	723	1857	561	836	204	2940	2091	712	1183	882	0.347208	2011	21688	0.0295151586773892	FALSE	0.0170193991431492	FALSE	NA
"2012"	"chr12-61"	"chr12"	61000001	62000000	"."	1000000	1332	1130	898	740	1011	1096	1333	1116	1260	720	1990	614	687	193	3188	2123	736	1218	886	0.361515	2012	22271	0.00945657156921285	FALSE	0.00945657156921285	FALSE	NA
"2013"	"chr12-62"	"chr12"	62000001	63000000	"."	1000000	1348	1174	1011	696	1121	1046	1339	1025	1281	807	2061	581	731	196	3167	2223	733	1206	824	0.388129	2013	22570	0.00866766193773306	FALSE	0.00866766193773306	FALSE	NA
"2014"	"chr12-63"	"chr12"	63000001	64000000	"."	1000000	1421	1188	969	708	1149	1110	1344	1094	1284	773	2077	588	707	173	3175	2200	826	1242	911	0.381673	2014	22939	0.0110790107469137	FALSE	0.00635117534272471	FALSE	NA
"2015"	"chr12-64"	"chr12"	64000001	65000000	"."	1000000	1353	1331	993	744	1108	1031	1215	1082	1266	762	2148	611	670	194	3382	2292	866	1316	913	0.41239	2015	23277	0.00691355871133626	FALSE	0.00691355871133626	FALSE	NA
"2016"	"chr12-65"	"chr12"	65000001	66000000	"."	1000000	1369	1219	951	719	958	985	1350	1000	1229	741	2086	580	767	216	3173	2421	793	1337	905	0.387387	2016	22799	0.0122879763824159	FALSE	0.0122879763824159	FALSE	NA
"2017"	"chr12-66"	"chr12"	66000001	67000000	"."	1000000	1422	1256	999	685	1041	1133	1341	1045	1210	844	1967	603	704	179	3224	2356	785	1378	806	0.390018	2017	22978	0.0131611319577592	FALSE	0.0131611319577592	FALSE	NA
"2018"	"chr12-67"	"chr12"	67000001	68000000	"."	1000000	1296	1335	999	733	1020	1073	1239	1138	1316	840	2068	579	713	202	3257	2278	803	1216	843	0.394403	2018	22948	0.0066969615241988	FALSE	0.0066969615241988	FALSE	NA
"2019"	"chr12-68"	"chr12"	68000001	69000000	"."	1000000	1376	1315	1032	858	1092	1020	1317	1037	1201	850	2082	590	654	243	3349	2215	817	1366	880	0.402161	2019	23294	0.0190118353366861	FALSE	0.0133387055608895	FALSE	NA
"2020"	"chr12-69"	"chr12"	69000001	70000000	"."	1000000	1401	1353	1030	708	1144	1028	1305	989	1242	811	2061	603	708	185	3217	2319	714	1283	875	0.399029	2020	22976	0.0133382840838956	FALSE	0.0133382840838956	FALSE	NA
"2021"	"chr12-70"	"chr12"	70000001	71000000	"."	1000000	1380	1272	925	801	943	1042	1354	1059	1235	715	1924	585	794	215	3086	2209	809	1264	778	0.379759	2021	22390	0.0147060244240706	FALSE	0.0103962841927884	FALSE	NA
"2022"	"chr12-71"	"chr12"	71000001	72000000	"."	1000000	1296	1356	975	776	988	1040	1279	1042	1265	770	1870	585	724	251	3069	2345	784	1187	792	0.377463	2022	22394	0.0226990978037695	FALSE	0.00941215996121032	FALSE	NA
"2023"	"chr12-72"	"chr12"	72000001	73000000	"."	1000000	1333	1227	928	671	1050	1122	1425	943	1246	780	1853	634	731	199	3127	2323	770	1288	844	0.364787	2023	22494	0.0138233220807856	FALSE	0.0138233220807856	FALSE	NA
"2024"	"chr12-73"	"chr12"	73000001	74000000	"."	1000000	1293	1292	846	727	1013	1045	1296	899	1191	695	1908	598	674	201	2845	2168	754	1190	832	0.349961	2024	21467	0.0117585092642048	FALSE	0.00808484288276389	FALSE	NA
"2025"	"chr12-74"	"chr12"	74000001	75000000	"."	1000000	1251	1292	799	713	1091	1058	1342	980	1274	672	1803	626	791	240	2921	2182	812	1143	861	0.351794	2025	21851	0.0326413325544279	FALSE	0.0326413325544279	FALSE	NA
"2026"	"chr12-75"	"chr12"	75000001	76000000	"."	1000000	1306	1202	968	711	989	957	1342	1040	1277	699	2008	551	743	232	3099	2154	878	1265	875	0.372405	2026	22296	0.0164523814367325	FALSE	0.0109329475212497	FALSE	NA
"2027"	"chr12-76"	"chr12"	76000001	77000000	"."	1000000	1310	1255	947	805	1038	1059	1287	1141	1168	872	2019	621	746	206	3163	2217	881	1202	843	0.391004	2027	22780	0.0114261841668664	FALSE	0.0114261841668664	FALSE	NA
"2028"	"chr12-77"	"chr12"	77000001	78000000	"."	1000000	1359	1358	875	735	1031	1071	1369	1021	1347	780	1950	600	758	217	3061	2183	775	1188	860	0.368888	2028	22538	0.0115660588131821	FALSE	0.0115660588131821	FALSE	NA
"2029"	"chr12-78"	"chr12"	78000001	79000000	"."	1000000	1260	1184	951	739	1026	1026	1411	974	1318	708	1857	588	718	212	3021	2132	777	1206	787	0.351934	2029	21895	0.0122563941798137	FALSE	0.0122563941798137	FALSE	NA
"2030"	"chr12-79"	"chr12"	79000001	80000000	"."	1000000	1292	1308	929	691	1083	1036	1360	988	1196	823	1879	581	748	188	3164	2247	753	1273	810	0.372767	2030	22349	0.00940422380215669	FALSE	0.00940422380215669	FALSE	NA
"2031"	"chr12-80"	"chr12"	80000001	81000000	"."	1000000	1353	1275	986	740	1083	1065	1339	1001	1242	788	1905	576	736	203	3063	2213	700	1191	873	0.362953	2031	22332	0.0102795317876222	FALSE	0.00680797212010835	FALSE	NA
"2032"	"chr12-81"	"chr12"	81000001	82000000	"."	1000000	1239	1149	938	757	1076	1095	1351	993	1292	704	1827	628	720	214	2952	2054	732	1261	786	0.350831	2032	21768	0.0169234173786211	FALSE	0.0169234173786211	FALSE	NA
"2033"	"chr12-82"	"chr12"	82000001	83000000	"."	1000000	1321	1199	875	685	1027	1088	1343	1057	1247	742	1916	583	738	187	2949	2146	758	1292	783	0.365317	2033	21936	0.00798063319002659	FALSE	0.00798063319002659	FALSE	NA
"2034"	"chr12-83"	"chr12"	83000001	84000000	"."	1000000	1399	1289	914	771	1027	1076	1350	981	1268	695	1787	599	803	211	2976	2089	750	1216	862	0.361663	2034	22063	0.0195121211899611	FALSE	0.0195121211899611	FALSE	NA
"2035"	"chr12-84"	"chr12"	84000001	85000000	"."	1000000	1375	1182	803	759	1014	1023	1335	954	1280	711	1808	595	764	231	2813	2107	714	1236	784	0.346561	2035	21488	0.0285644188195487	FALSE	0.0285644188195487	FALSE	NA
"2036"	"chr12-85"	"chr12"	85000001	86000000	"."	1000000	1370	1185	832	680	1066	1112	1443	961	1293	750	1793	609	700	215	2908	2079	683	1261	842	0.346644	2036	21782	0.0230824249648468	FALSE	0.0230824249648468	FALSE	NA
"2037"	"chr12-86"	"chr12"	86000001	87000000	"."	1000000	1185	1109	802	691	1029	973	1400	914	1220	732	1782	565	768	208	2868	1972	705	1171	874	0.345821	2037	20968	0.0268264440254127	FALSE	0.0268264440254127	FALSE	NA
"2038"	"chr12-87"	"chr12"	87000001	88000000	"."	1000000	1255	1237	805	739	996	1036	1334	955	1249	707	1945	580	698	217	3106	2244	767	1228	880	0.353681	2038	21978	0.0118412377703535	FALSE	0.0118412377703535	FALSE	NA
"2039"	"chr12-88"	"chr12"	88000001	89000000	"."	1000000	1315	1289	932	746	1065	1091	1348	974	1205	752	1846	604	757	235	3209	2222	757	1248	853	0.362483	2039	22448	0.0152783228107424	FALSE	0.00942205031403972	FALSE	NA
"2040"	"chr12-89"	"chr12"	89000001	90000000	"."	1000000	1394	1201	1022	747	1011	1001	1304	1062	1237	846	2043	632	657	202	3242	2247	759	1314	850	0.38435	2040	22771	0.00968245651132891	FALSE	0.00968245651132891	FALSE	NA
"2041"	"chr12-90"	"chr12"	90000001	91000000	"."	1000000	1283	1145	819	691	1049	1026	1297	983	1193	748	1904	641	759	207	3117	2176	774	1205	898	0.357657	2041	21915	0.0158321818386068	FALSE	0.0158321818386068	FALSE	NA
"2042"	"chr12-91"	"chr12"	91000001	92000000	"."	1000000	1284	1309	913	736	1031	1138	1275	982	1347	833	1952	569	726	187	2985	2169	754	1178	786	0.361389	2042	22154	0.015109710020097	FALSE	0.015109710020097	FALSE	NA
"2043"	"chr12-92"	"chr12"	92000001	93000000	"."	1000000	1385	1272	1060	772	1067	1067	1294	1008	1195	871	2064	510	716	214	3224	2257	786	1184	782	0.39311	2043	22728	0.0173392701653339	FALSE	0.0173392701653339	FALSE	NA
"2044"	"chr12-93"	"chr12"	93000001	94000000	"."	1000000	1370	1247	991	711	1081	1069	1317	1096	1223	840	2123	609	773	222	3340	2263	732	1281	883	0.413271	2044	23171	0.00923793322652714	FALSE	0.00623322998933484	FALSE	NA
"2045"	"chr12-94"	"chr12"	94000001	95000000	"."	1000000	1446	1217	994	755	1079	991	1334	1118	1266	856	2112	540	672	211	3568	2317	827	1294	864	0.420174	2045	23461	0.00868906081361917	FALSE	0.00868906081361917	FALSE	NA
"2046"	"chr12-95"	"chr12"	95000001	96000000	"."	1000000	1300	1238	928	694	1142	1058	1407	998	1215	798	2056	548	687	190	3259	2267	773	1204	817	0.410582	2046	22579	0.00720299607956549	FALSE	0.00720299607956549	FALSE	NA
"2047"	"chr12-96"	"chr12"	96000001	97000000	"."	1000000	1397	1269	1066	739	1043	1052	1378	1025	1252	854	2049	581	762	228	3257	2237	790	1329	955	0.398791	2047	23263	0.0144134325473572	FALSE	0.0144134325473572	FALSE	NA
"2048"	"chr12-97"	"chr12"	97000001	98000000	"."	1000000	1353	1292	892	737	1034	1094	1302	990	1265	721	2107	632	752	208	3285	2334	854	1323	852	0.386439	2048	23027	0.00777890206301118	FALSE	0.00777890206301118	FALSE	NA
"2049"	"chr12-98"	"chr12"	98000001	99000000	"."	1000000	1443	1262	966	734	1090	1085	1331	1113	1234	840	2050	600	746	185	3114	2283	804	1363	865	0.405921	2049	23108	0.00694179885240537	FALSE	0.00485668825774441	FALSE	NA
"2050"	"chr12-99"	"chr12"	99000001	100000000	"."	1000000	1382	1248	856	774	1103	1009	1271	1001	1213	723	2007	540	770	214	3190	2236	750	1187	805	0.372284	2050	22279	0.012254345986522	FALSE	0.012254345986522	FALSE	NA
"2051"	"chr12-100"	"chr12"	100000001	101000000	"."	1000000	1365	1303	986	763	1199	1054	1341	1095	1197	788	2034	585	676	202	3286	2391	913	1334	837	0.399735	2051	23349	0.0069342381295264	FALSE	0.0069342381295264	FALSE	NA
"2052"	"chr12-101"	"chr12"	101000001	102000000	"."	1000000	1319	1235	1004	737	1057	1101	1301	1179	1227	781	2024	552	675	195	3222	2275	848	1246	832	0.401701	2052	22810	0.00559858307489684	FALSE	0.00559858307489684	FALSE	NA
"2053"	"chr12-102"	"chr12"	102000001	103000000	"."	1000000	1313	1235	905	711	1032	1138	1306	1039	1212	791	2036	642	691	222	3107	2335	726	1337	894	0.391536	2053	22672	0.0130018326821073	FALSE	0.0130018326821073	FALSE	NA
"2054"	"chr12-103"	"chr12"	103000001	104000000	"."	1000000	1430	1314	1013	709	991	1066	1391	1052	1274	819	2164	551	688	223	3307	2337	868	1314	755	0.401509	2054	23266	0.0118211670410352	FALSE	0.0118211670410352	FALSE	NA
