# Program:featureCounts v2.0.0; Command:"/home/vera/bin/subread-2.0.0-source/bin/featureCounts" "-a" "/media/vera/big_data/coriandR/genom/bins.gtf" "-o" "pon.marburg.6p.fc.tsv" "-T" "8" "/media/vera/big_data/mr_genoms/marburg.gesund.september/62720_S6_L001.bam" "/media/vera/big_data/mr_genoms/marburg.gesund.september/63120_S8_L001.bam" "/media/vera/big_data/mr_genoms/marburg.gesund.september/63220_S9_L001.bam" "/media/vera/big_data/mr_genoms/marburg.gesund.september/63320_S1_L001.bam" "/media/vera/big_data/mr_genoms/marburg.gesund.september/63420_S1_L001.bam" "/media/vera/big_data/mr_genoms/marburg.gesund.september/63520_S2_L001.bam" 
Geneid	Chr	Start	End	Strand	Length	/media/vera/big_data/mr_genoms/marburg.gesund.september/62720_S6_L001.bam	/media/vera/big_data/mr_genoms/marburg.gesund.september/63120_S8_L001.bam	/media/vera/big_data/mr_genoms/marburg.gesund.september/63220_S9_L001.bam	/media/vera/big_data/mr_genoms/marburg.gesund.september/63320_S1_L001.bam	/media/vera/big_data/mr_genoms/marburg.gesund.september/63420_S1_L001.bam	/media/vera/big_data/mr_genoms/marburg.gesund.september/63520_S2_L001.bam
chr11-15	chr11	15000001	16000000	.	1000000	1361	1268	905	782	1134	1070
chr11-16	chr11	16000001	17000000	.	1000000	1408	1329	945	714	966	1071
chr11-17	chr11	17000001	18000000	.	1000000	1389	1314	1032	742	1150	986
chr11-18	chr11	18000001	19000000	.	1000000	1302	1302	996	801	1094	1034
chr11-19	chr11	19000001	20000000	.	1000000	1451	1399	1069	810	1075	1053
chr11-20	chr11	20000001	21000000	.	1000000	1316	1314	991	745	1072	1131
chr11-21	chr11	21000001	22000000	.	1000000	1458	1305	878	713	1055	1024
chr11-22	chr11	22000001	23000000	.	1000000	1219	1208	943	770	1019	1133
chr11-23	chr11	23000001	24000000	.	1000000	1373	1102	776	763	986	1064
chr11-24	chr11	24000001	25000000	.	1000000	1251	1288	910	701	1070	1060
chr11-25	chr11	25000001	26000000	.	1000000	1297	1174	810	731	994	1011
chr11-26	chr11	26000001	27000000	.	1000000	1318	1219	929	711	1105	1108
chr11-27	chr11	27000001	28000000	.	1000000	1321	1293	960	742	978	1040
chr11-28	chr11	28000001	29000000	.	1000000	1369	1127	901	712	1062	1054
chr11-29	chr11	29000001	30000000	.	1000000	1328	1248	933	765	1010	1000
chr11-30	chr11	30000001	31000000	.	1000000	1279	1272	864	783	1077	1083
chr11-31	chr11	31000001	32000000	.	1000000	1326	1288	972	728	1083	1081
chr11-32	chr11	32000001	33000000	.	1000000	1385	1299	953	694	1032	1033
chr11-33	chr11	33000001	34000000	.	1000000	1333	1281	1062	801	1000	1120
chr11-34	chr11	34000001	35000000	.	1000000	1325	1333	912	756	1077	1065
chr11-35	chr11	35000001	36000000	.	1000000	1405	1291	1047	821	1105	1039
chr11-36	chr11	36000001	37000000	.	1000000	1444	1351	970	850	1207	1082
chr11-37	chr11	37000001	38000000	.	1000000	1216	1170	919	725	1003	1000
chr11-38	chr11	38000001	39000000	.	1000000	1330	1226	852	705	1109	1170
chr11-39	chr11	39000001	40000000	.	1000000	1354	1168	888	757	1079	1050
chr11-40	chr11	40000001	41000000	.	1000000	1342	1294	981	786	1011	1127
chr11-41	chr11	41000001	42000000	.	1000000	1301	1239	779	755	1002	1058
chr11-42	chr11	42000001	43000000	.	1000000	1417	1240	867	803	1076	1074
chr11-43	chr11	43000001	44000000	.	1000000	1308	1287	1027	753	1074	1066
chr11-44	chr11	44000001	45000000	.	1000000	1526	1370	989	740	1116	1011
chr11-45	chr11	45000001	46000000	.	1000000	1393	1284	948	715	1111	1054
chr11-46	chr11	46000001	47000000	.	1000000	1418	1303	1015	725	1027	1000
chr11-47	chr11	47000001	48000000	.	1000000	1343	1309	949	728	1077	1031
chr11-48	chr11	48000001	49000000	.	1000000	1371	1336	1068	814	1077	1009
chr11-49	chr11	49000001	50000000	.	1000000	1370	1235	853	738	1115	998
chr11-50	chr11	50000001	51000000	.	1000000	1109	1054	858	691	842	974
chr11-51	chr11	51000001	52000000	.	1000000	1983	1664	1078	956	1101	1286
chr11-52	chr11	52000001	53000000	.	1000000	1874	1346	964	801	1081	1120
chr11-53	chr11	53000001	54000000	.	1000000	1580	1074	855	695	800	989
chr11-54	chr11	54000001	55000000	.	1000000	1277	998	796	620	837	840
chr11-55	chr11	55000001	56000000	.	1000000	1338	1181	865	681	990	1040
chr11-56	chr11	56000001	57000000	.	1000000	1400	1286	849	803	1070	1096
chr11-57	chr11	57000001	58000000	.	1000000	1362	1237	1017	748	1074	978
chr11-58	chr11	58000001	59000000	.	1000000	1405	1234	989	727	1058	1045
chr11-59	chr11	59000001	60000000	.	1000000	1393	1291	984	775	1050	1078
chr11-60	chr11	60000001	61000000	.	1000000	1385	1284	1001	767	1086	959
chr11-61	chr11	61000001	62000000	.	1000000	1437	1325	1003	806	1090	1011
chr11-62	chr11	62000001	63000000	.	1000000	1464	1329	1065	677	1015	1087
chr11-63	chr11	63000001	64000000	.	1000000	1336	1237	1084	716	1121	966
chr11-64	chr11	64000001	65000000	.	1000000	1342	1298	986	719	1111	908
chr11-65	chr11	65000001	66000000	.	1000000	1308	1341	953	756	1137	1017
chr11-66	chr11	66000001	67000000	.	1000000	1412	1359	1007	744	1138	997
chr11-67	chr11	67000001	68000000	.	1000000	1351	1428	1078	707	1080	1046
chr11-68	chr11	68000001	69000000	.	1000000	1385	1398	1010	757	1124	973
chr11-69	chr11	69000001	70000000	.	1000000	1310	1382	958	736	1017	1028
chr11-70	chr11	70000001	71000000	.	1000000	1378	1360	926	798	1035	1038
chr11-71	chr11	71000001	72000000	.	1000000	1298	1189	895	744	1065	918
chr11-72	chr11	72000001	73000000	.	1000000	1443	1267	1004	791	1081	1078
chr11-73	chr11	73000001	74000000	.	1000000	1314	1336	1008	802	1109	1045
chr11-74	chr11	74000001	75000000	.	1000000	1385	1300	992	696	956	920
chr11-75	chr11	75000001	76000000	.	1000000	1350	1306	1031	693	1167	1010
chr11-76	chr11	76000001	77000000	.	1000000	1374	1338	995	747	1038	999
chr11-77	chr11	77000001	78000000	.	1000000	1371	1336	972	769	1017	992
chr11-78	chr11	78000001	79000000	.	1000000	1303	1434	1003	834	1057	1036
chr11-79	chr11	79000001	80000000	.	1000000	1401	1368	1019	845	1124	991
chr11-80	chr11	80000001	81000000	.	1000000	1375	1294	858	703	1145	1103
chr11-81	chr11	81000001	82000000	.	1000000	1358	1271	911	776	956	1060
chr11-82	chr11	82000001	83000000	.	1000000	1392	1241	821	804	1055	1016
chr11-83	chr11	83000001	84000000	.	1000000	1325	1291	924	792	1047	957
chr11-84	chr11	84000001	85000000	.	1000000	1356	1325	908	664	1048	1067
chr11-85	chr11	85000001	86000000	.	1000000	1347	1275	967	806	1144	1058
chr11-86	chr11	86000001	87000000	.	1000000	1392	1236	1037	747	1105	1119
chr11-87	chr11	87000001	88000000	.	1000000	1315	1271	917	736	981	1017
chr11-88	chr11	88000001	89000000	.	1000000	1313	1269	998	675	1099	1018
chr11-89	chr11	89000001	90000000	.	1000000	1374	1210	921	755	1051	1023
chr11-90	chr11	90000001	91000000	.	1000000	1252	1228	851	710	1040	1076
chr11-91	chr11	91000001	92000000	.	1000000	1310	1282	842	750	1124	1112
chr11-92	chr11	92000001	93000000	.	1000000	1409	1284	993	765	1029	960
chr11-93	chr11	93000001	94000000	.	1000000	1408	1284	1006	748	1078	1091
chr11-94	chr11	94000001	95000000	.	1000000	1468	1369	1075	777	1071	1093
chr11-95	chr11	95000001	96000000	.	1000000	1408	1331	1028	716	1114	1021
chr11-96	chr11	96000001	97000000	.	1000000	1443	1267	978	706	1051	1015
chr11-97	chr11	97000001	98000000	.	1000000	1215	1303	826	744	1096	1080
chr11-98	chr11	98000001	99000000	.	1000000	1381	1175	815	738	1105	1032
chr11-99	chr11	99000001	100000000	.	1000000	1326	1196	780	718	1077	1092
chr11-100	chr11	100000001	101000000	.	1000000	1391	1259	832	757	1086	1126
chr11-101	chr11	101000001	102000000	.	1000000	1304	1229	983	715	1019	1022
chr11-102	chr11	102000001	103000000	.	1000000	1395	1331	946	795	1144	1019
chr11-103	chr11	103000001	104000000	.	1000000	1449	1224	921	687	1085	961
chr11-104	chr11	104000001	105000000	.	1000000	1336	1239	962	772	998	1083
chr11-105	chr11	105000001	106000000	.	1000000	1347	1249	915	715	1007	1112
chr11-106	chr11	106000001	107000000	.	1000000	1363	1271	874	804	1002	1076
chr11-107	chr11	107000001	108000000	.	1000000	1347	1191	974	759	1168	1025
chr11-108	chr11	108000001	109000000	.	1000000	1506	1371	994	798	1092	1095
chr11-109	chr11	109000001	110000000	.	1000000	1253	1292	1027	736	1070	1051
chr11-110	chr11	110000001	111000000	.	1000000	1383	1272	910	767	1012	1037
chr11-111	chr11	111000001	112000000	.	1000000	1478	1330	948	742	1156	950
chr11-112	chr11	112000001	113000000	.	1000000	1418	1433	1115	786	1106	1033
chr11-113	chr11	113000001	114000000	.	1000000	1393	1462	975	817	1072	944
chr11-114	chr11	114000001	115000000	.	1000000	1477	1301	981	753	1101	978
chr11-115	chr11	115000001	116000000	.	1000000	1358	1406	1010	752	1067	1057
chr11-116	chr11	116000001	117000000	.	1000000	1365	1242	985	802	1093	1036
chr11-117	chr11	117000001	118000000	.	1000000	1472	1331	1104	810	1030	1003
chr11-118	chr11	118000001	119000000	.	1000000	1432	1348	1064	690	1076	967
chr11-119	chr11	119000001	120000000	.	1000000	1546	1323	1008	820	1117	939
chr11-120	chr11	120000001	121000000	.	1000000	1392	1382	1067	776	1121	1076
chr11-121	chr11	121000001	122000000	.	1000000	1401	1275	914	780	1065	1093
chr11-122	chr11	122000001	123000000	.	1000000	1384	1283	935	806	1115	1033
chr11-123	chr11	123000001	124000000	.	1000000	1431	1363	1019	763	1013	999
chr11-124	chr11	124000001	125000000	.	1000000	1399	1248	954	773	970	1015
chr11-125	chr11	125000001	126000000	.	1000000	1401	1285	964	748	1117	982
chr11-126	chr11	126000001	127000000	.	1000000	1467	1429	1063	746	1124	1018
chr11-127	chr11	127000001	128000000	.	1000000	1355	1304	868	723	1129	1100
chr11-128	chr11	128000001	129000000	.	1000000	1301	1280	1098	771	1099	1120
chr11-129	chr11	129000001	130000000	.	1000000	1360	1331	967	781	1020	1045
chr11-130	chr11	130000001	131000000	.	1000000	1429	1351	1023	726	1111	999
chr11-131	chr11	131000001	132000000	.	1000000	1498	1354	965	851	1068	1075
chr11-132	chr11	132000001	133000000	.	1000000	1342	1296	987	726	1152	1097
chr11-133	chr11	133000001	134000000	.	1000000	1415	1422	987	765	1144	1086
chr11-134	chr11	134000001	135000000	.	1000000	1460	1554	962	821	1124	1133
chr11-135	chr11	135000001	135086622	.	86622	136	89	62	57	78	108
chr12-0	chr12	1	1000000	.	1000000	1411	1395	1102	774	1107	1064
chr12-1	chr12	1000001	2000000	.	1000000	1450	1385	1022	725	1117	995
chr12-2	chr12	2000001	3000000	.	1000000	1468	1352	1013	807	1111	1058
chr12-3	chr12	3000001	4000000	.	1000000	1504	1419	959	789	1070	1039
chr12-4	chr12	4000001	5000000	.	1000000	1426	1367	996	797	1035	989
chr12-5	chr12	5000001	6000000	.	1000000	1408	1392	987	836	1152	1008
chr12-6	chr12	6000001	7000000	.	1000000	1333	1313	996	756	1012	976
chr12-7	chr12	7000001	8000000	.	1000000	1295	1198	951	753	1012	1022
chr12-8	chr12	8000001	9000000	.	1000000	1504	1342	1049	690	947	978
chr12-9	chr12	9000001	10000000	.	1000000	1181	1297	914	718	1032	932
chr12-10	chr12	10000001	11000000	.	1000000	1232	1224	919	793	1038	1023
chr12-11	chr12	11000001	12000000	.	1000000	1378	1367	1017	630	1022	1053
chr12-12	chr12	12000001	13000000	.	1000000	1424	1280	973	773	1094	1013
chr12-13	chr12	13000001	14000000	.	1000000	1350	1288	936	717	1066	1027
chr12-14	chr12	14000001	15000000	.	1000000	1356	1240	1022	749	1048	998
chr12-15	chr12	15000001	16000000	.	1000000	1387	1219	1104	736	1038	1091
chr12-16	chr12	16000001	17000000	.	1000000	1324	1229	782	676	1036	1070
chr12-17	chr12	17000001	18000000	.	1000000	1273	1082	805	717	1049	1002
chr12-18	chr12	18000001	19000000	.	1000000	1331	1276	904	688	985	1118
chr12-19	chr12	19000001	20000000	.	1000000	1288	1293	923	702	1148	1084
chr12-20	chr12	20000001	21000000	.	1000000	1271	1185	807	686	998	1040
chr12-21	chr12	21000001	22000000	.	1000000	1360	1167	909	693	1123	1086
chr12-22	chr12	22000001	23000000	.	1000000	1258	1344	940	779	1094	1069
chr12-23	chr12	23000001	24000000	.	1000000	1302	1277	859	732	1094	1056
chr12-24	chr12	24000001	25000000	.	1000000	1331	1321	926	714	1182	1008
chr12-25	chr12	25000001	26000000	.	1000000	1339	1264	938	776	1114	1092
chr12-26	chr12	26000001	27000000	.	1000000	1308	1250	1039	794	1015	930
chr12-27	chr12	27000001	28000000	.	1000000	1422	1251	956	706	1113	1024
chr12-28	chr12	28000001	29000000	.	1000000	1479	1281	994	740	1120	1026
chr12-29	chr12	29000001	30000000	.	1000000	1318	1282	958	775	1091	1086
chr12-30	chr12	30000001	31000000	.	1000000	1344	1258	881	773	1036	1032
chr12-31	chr12	31000001	32000000	.	1000000	1345	1325	1011	809	1087	1037
chr12-32	chr12	32000001	33000000	.	1000000	1273	1187	941	735	1048	990
chr12-33	chr12	33000001	34000000	.	1000000	1364	1271	879	783	1061	1118
chr12-34	chr12	34000001	35000000	.	1000000	1323	1309	986	689	1053	1061
chr12-35	chr12	35000001	36000000	.	1000000	1970	1914	1637	868	1440	1384
chr12-36	chr12	36000001	37000000	.	1000000	1471	1273	1153	553	1080	989
chr12-37	chr12	37000001	38000000	.	1000000	1319	1289	1011	770	1088	1099
chr12-38	chr12	38000001	39000000	.	1000000	1324	1309	924	728	1078	1151
chr12-39	chr12	39000001	40000000	.	1000000	1355	1227	931	798	1055	1039
chr12-40	chr12	40000001	41000000	.	1000000	1262	1193	843	725	1052	1113
chr12-41	chr12	41000001	42000000	.	1000000	1363	1253	999	751	1091	1074
chr12-42	chr12	42000001	43000000	.	1000000	1226	1302	856	661	1057	1010
chr12-43	chr12	43000001	44000000	.	1000000	1328	1218	888	771	1091	1031
chr12-44	chr12	44000001	45000000	.	1000000	1363	1230	790	798	1034	1038
chr12-45	chr12	45000001	46000000	.	1000000	1403	1256	970	816	1070	956
chr12-46	chr12	46000001	47000000	.	1000000	1347	1311	946	758	1107	1064
chr12-47	chr12	47000001	48000000	.	1000000	1473	1294	964	785	1034	1036
chr12-48	chr12	48000001	49000000	.	1000000	1384	1335	1012	680	991	1011
chr12-49	chr12	49000001	50000000	.	1000000	1416	1225	963	746	1037	991
chr12-50	chr12	50000001	51000000	.	1000000	1373	1305	968	716	1068	976
chr12-51	chr12	51000001	52000000	.	1000000	1423	1275	1059	815	1053	931
chr12-52	chr12	52000001	53000000	.	1000000	1366	1420	1063	671	1098	1016
chr12-53	chr12	53000001	54000000	.	1000000	1498	1343	1024	754	1084	1003
chr12-54	chr12	54000001	55000000	.	1000000	1346	1335	977	781	1127	1038
chr12-55	chr12	55000001	56000000	.	1000000	1339	1249	897	775	1080	1066
chr12-56	chr12	56000001	57000000	.	1000000	1424	1350	1025	722	976	985
chr12-57	chr12	57000001	58000000	.	1000000	1339	1289	1014	720	1057	1107
chr12-58	chr12	58000001	59000000	.	1000000	1388	1300	943	728	1063	1012
chr12-59	chr12	59000001	60000000	.	1000000	1376	1217	925	751	1146	1055
chr12-60	chr12	60000001	61000000	.	1000000	1259	1209	889	776	1051	1115
chr12-61	chr12	61000001	62000000	.	1000000	1332	1130	898	740	1011	1096
chr12-62	chr12	62000001	63000000	.	1000000	1348	1174	1011	696	1121	1046
chr12-63	chr12	63000001	64000000	.	1000000	1421	1188	969	708	1149	1110
chr12-64	chr12	64000001	65000000	.	1000000	1353	1331	993	744	1108	1031
chr12-65	chr12	65000001	66000000	.	1000000	1369	1219	951	719	958	985
chr12-66	chr12	66000001	67000000	.	1000000	1422	1256	999	685	1041	1133
chr12-67	chr12	67000001	68000000	.	1000000	1296	1335	999	733	1020	1073
chr12-68	chr12	68000001	69000000	.	1000000	1376	1315	1032	858	1092	1020
chr12-69	chr12	69000001	70000000	.	1000000	1401	1353	1030	708	1144	1028
chr12-70	chr12	70000001	71000000	.	1000000	1380	1272	925	801	943	1042
chr12-71	chr12	71000001	72000000	.	1000000	1296	1356	975	776	988	1040
chr12-72	chr12	72000001	73000000	.	1000000	1333	1227	928	671	1050	1122
chr12-73	chr12	73000001	74000000	.	1000000	1293	1292	846	727	1013	1045
chr12-74	chr12	74000001	75000000	.	1000000	1251	1292	799	713	1091	1058
chr12-75	chr12	75000001	76000000	.	1000000	1306	1202	968	711	989	957
chr12-76	chr12	76000001	77000000	.	1000000	1310	1255	947	805	1038	1059
chr12-77	chr12	77000001	78000000	.	1000000	1359	1358	875	735	1031	1071
chr12-78	chr12	78000001	79000000	.	1000000	1260	1184	951	739	1026	1026
chr12-79	chr12	79000001	80000000	.	1000000	1292	1308	929	691	1083	1036
chr12-80	chr12	80000001	81000000	.	1000000	1353	1275	986	740	1083	1065
chr12-81	chr12	81000001	82000000	.	1000000	1239	1149	938	757	1076	1095
chr12-82	chr12	82000001	83000000	.	1000000	1321	1199	875	685	1027	1088
chr12-83	chr12	83000001	84000000	.	1000000	1399	1289	914	771	1027	1076
chr12-84	chr12	84000001	85000000	.	1000000	1375	1182	803	759	1014	1023
chr12-85	chr12	85000001	86000000	.	1000000	1370	1185	832	680	1066	1112
chr12-86	chr12	86000001	87000000	.	1000000	1185	1109	802	691	1029	973
chr12-87	chr12	87000001	88000000	.	1000000	1255	1237	805	739	996	1036
chr12-88	chr12	88000001	89000000	.	1000000	1315	1289	932	746	1065	1091
chr12-89	chr12	89000001	90000000	.	1000000	1394	1201	1022	747	1011	1001
chr12-90	chr12	90000001	91000000	.	1000000	1283	1145	819	691	1049	1026
chr12-91	chr12	91000001	92000000	.	1000000	1284	1309	913	736	1031	1138
chr12-92	chr12	92000001	93000000	.	1000000	1385	1272	1060	772	1067	1067
chr12-93	chr12	93000001	94000000	.	1000000	1370	1247	991	711	1081	1069
chr12-94	chr12	94000001	95000000	.	1000000	1446	1217	994	755	1079	991
chr12-95	chr12	95000001	96000000	.	1000000	1300	1238	928	694	1142	1058
chr12-96	chr12	96000001	97000000	.	1000000	1397	1269	1066	739	1043	1052
chr12-97	chr12	97000001	98000000	.	1000000	1353	1292	892	737	1034	1094
chr12-98	chr12	98000001	99000000	.	1000000	1443	1262	966	734	1090	1085
chr12-99	chr12	99000001	100000000	.	1000000	1382	1248	856	774	1103	1009
chr12-100	chr12	100000001	101000000	.	1000000	1365	1303	986	763	1199	1054
chr12-101	chr12	101000001	102000000	.	1000000	1319	1235	1004	737	1057	1101
chr12-102	chr12	102000001	103000000	.	1000000	1313	1235	905	711	1032	1138
chr12-103	chr12	103000001	104000000	.	1000000	1430	1314	1013	709	991	1066
chr12-104	chr12	104000001	105000000	.	1000000	1500	1313	1053	807	1080	974
chr12-105	chr12	105000001	106000000	.	1000000	1474	1434	931	736	1036	1066
chr12-106	chr12	106000001	107000000	.	1000000	1323	1361	1016	795	1021	1075
chr12-107	chr12	107000001	108000000	.	1000000	1497	1328	983	707	1147	893
chr12-108	chr12	108000001	109000000	.	1000000	1386	1386	949	716	1074	977
chr12-109	chr12	109000001	110000000	.	1000000	1479	1271	957	772	1026	999
chr12-110	chr12	110000001	111000000	.	1000000	1390	1271	1056	674	973	944
chr12-111	chr12	111000001	112000000	.	1000000	1424	1402	954	774	952	979
chr12-112	chr12	112000001	113000000	.	1000000	1356	1298	956	806	1111	1010
chr12-113	chr12	113000001	114000000	.	1000000	1340	1314	1001	773	1030	1059
chr12-114	chr12	114000001	115000000	.	1000000	1452	1178	979	795	1074	910
chr12-115	chr12	115000001	116000000	.	1000000	1466	1252	948	732	1059	1002
chr12-116	chr12	116000001	117000000	.	1000000	1373	1231	1050	774	990	1008
chr12-117	chr12	117000001	118000000	.	1000000	1386	1385	1000	802	1016	1058
chr12-118	chr12	118000001	119000000	.	1000000	1411	1396	1001	717	1032	1016
chr12-119	chr12	119000001	120000000	.	1000000	1397	1400	977	749	1105	1150
chr12-120	chr12	120000001	121000000	.	1000000	1408	1324	1009	743	1110	970
chr12-121	chr12	121000001	122000000	.	1000000	1267	1424	893	759	1148	971
chr12-122	chr12	122000001	123000000	.	1000000	1323	1306	990	668	1068	1036
chr12-123	chr12	123000001	124000000	.	1000000	1338	1174	980	831	1032	931
chr12-124	chr12	124000001	125000000	.	1000000	1363	1347	1085	761	1053	1061
chr12-125	chr12	125000001	126000000	.	1000000	1426	1386	955	803	1001	1022
chr12-126	chr12	126000001	127000000	.	1000000	1478	1297	1000	751	1063	1050
chr12-127	chr12	127000001	128000000	.	1000000	1328	1301	988	713	1028	992
chr12-128	chr12	128000001	129000000	.	1000000	1343	1454	988	797	1076	1030
chr12-129	chr12	129000001	130000000	.	1000000	1332	1336	958	759	1104	1012
chr12-130	chr12	130000001	131000000	.	1000000	1311	1329	983	721	1109	1062
chr12-131	chr12	131000001	132000000	.	1000000	1442	1308	987	770	1165	1023
chr12-132	chr12	132000001	133000000	.	1000000	1324	1223	863	719	1114	996
chr12-133	chr12	133000001	133275309	.	275309	380	361	290	210	292	332
chr13-0	chr13	1	1000000	.	1000000	0	0	0	0	0	0
chr13-1	chr13	1000001	2000000	.	1000000	0	0	0	0	0	0
chr13-2	chr13	2000001	3000000	.	1000000	0	0	0	0	0	0
chr13-3	chr13	3000001	4000000	.	1000000	0	0	0	0	0	0
chr13-4	chr13	4000001	5000000	.	1000000	0	0	0	0	0	0
chr13-5	chr13	5000001	6000000	.	1000000	0	0	0	0	0	0
chr13-6	chr13	6000001	7000000	.	1000000	0	0	0	0	0	0
chr13-7	chr13	7000001	8000000	.	1000000	0	0	0	0	0	0
chr13-8	chr13	8000001	9000000	.	1000000	0	0	0	0	0	0
chr13-9	chr13	9000001	10000000	.	1000000	0	0	0	0	0	0
chr13-10	chr13	10000001	11000000	.	1000000	0	0	0	0	0	0
chr13-11	chr13	11000001	12000000	.	1000000	0	0	0	0	0	0
chr13-12	chr13	12000001	13000000	.	1000000	0	0	0	0	0	0
chr13-13	chr13	13000001	14000000	.	1000000	0	0	0	0	0	0
chr13-14	chr13	14000001	15000000	.	1000000	0	0	0	0	0	0
chr13-15	chr13	15000001	16000000	.	1000000	0	0	0	0	0	0
chr13-16	chr13	16000001	17000000	.	1000000	4506	3292	3034	2634	3442	2339
chr13-17	chr13	17000001	18000000	.	1000000	6257	5683	4774	2966	4894	4063
chr13-18	chr13	18000001	19000000	.	1000000	2125	2565	1192	1200	1309	1073
chr13-19	chr13	19000001	20000000	.	1000000	1322	1257	1006	753	1022	1009
chr13-20	chr13	20000001	21000000	.	1000000	1322	1330	987	694	1012	1025
chr13-21	chr13	21000001	22000000	.	1000000	1363	1319	1041	734	1080	1025
chr13-22	chr13	22000001	23000000	.	1000000	1387	1192	924	681	1039	974
chr13-23	chr13	23000001	24000000	.	1000000	1426	1344	927	712	1032	962
chr13-24	chr13	24000001	25000000	.	1000000	1352	1347	984	800	1055	1066
chr13-25	chr13	25000001	26000000	.	1000000	1369	1341	966	776	1028	1067
chr13-26	chr13	26000001	27000000	.	1000000	1399	1269	1007	779	1111	1055
chr13-27	chr13	27000001	28000000	.	1000000	1451	1215	940	733	1001	977
chr13-28	chr13	28000001	29000000	.	1000000	1349	1316	1083	818	924	1016
chr13-29	chr13	29000001	30000000	.	1000000	1330	1422	1045	769	1091	1054
chr13-30	chr13	30000001	31000000	.	1000000	1391	1296	1000	836	1142	1052
chr13-31	chr13	31000001	32000000	.	1000000	1453	1301	1019	734	1046	1094
chr13-32	chr13	32000001	33000000	.	1000000	1406	1227	973	689	1109	1087
chr13-33	chr13	33000001	34000000	.	1000000	1381	1249	1046	749	1083	988
chr13-34	chr13	34000001	35000000	.	1000000	1388	1291	931	774	1139	1037
chr13-35	chr13	35000001	36000000	.	1000000	1313	1136	907	754	1128	1109
chr13-36	chr13	36000001	37000000	.	1000000	1420	1348	956	848	1087	991
chr13-37	chr13	37000001	38000000	.	1000000	1406	1202	878	794	1102	1010
chr13-38	chr13	38000001	39000000	.	1000000	1335	1199	919	781	1110	1131
chr13-39	chr13	39000001	40000000	.	1000000	1286	1206	966	710	1033	1071
chr13-40	chr13	40000001	41000000	.	1000000	1416	1227	1003	774	1057	984
chr13-41	chr13	41000001	42000000	.	1000000	1259	1289	963	712	1090	990
chr13-42	chr13	42000001	43000000	.	1000000	1455	1315	996	771	1098	1029
chr13-43	chr13	43000001	44000000	.	1000000	1358	1374	1000	776	1067	1053
chr13-44	chr13	44000001	45000000	.	1000000	1408	1329	1018	801	1047	1034
chr13-45	chr13	45000001	46000000	.	1000000	1358	1394	1099	692	1028	1050
chr13-46	chr13	46000001	47000000	.	1000000	1401	1329	1016	652	1000	1050
chr13-47	chr13	47000001	48000000	.	1000000	1341	1292	1008	796	1064	1055
chr13-48	chr13	48000001	49000000	.	1000000	1310	1220	931	732	1145	962
chr13-49	chr13	49000001	50000000	.	1000000	1350	1321	886	694	1036	939
