""	"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"62720_S6_L001.bam"	"63120_S8_L001.bam"	"63220_S9_L001.bam"	"63320_S1_L001.bam"	"63420_S1_L001.bam"	"63520_S2_L001.bam"	"63620_S3_L001.bam"	"63720_S4_L001.bam"	"63820_S5_L001.bam"	"64820_S7_L001.bam"	"AML11_S6_L001.bam"	"AML12_S6_L001.bam"	"AML13_S7_L001.bam"	"AML14_S8_L001.bam"	"healthy1_S4_L001.bam"	"healthy2_S5_L001.bam"	"healthy3_S6_L001.bam"	"Kontrolle-karyotype_S6_L001.bam"	"WholeGenomeHealthy_S7_L001.bam"	"gc"	"ploidy"	"gender"	"bin"	"sum"	"mean"	"norm.median"	"norm.sd"	"nnorm.var"	"gc_blocked"	"norm.clean.mean"	"norm.clean.median"	"norm.clean.var"	"norm.clean.sd"	"norm.clean.iqr"	"var_blocked"	"blocked"
"1643"	"chr9-101"	"chr9"	101000001	102000000	"."	1000000	1359	1330	924	828	1014	1091	1320	1148	1253	779	2004	639	731	220	3193	2231	778	1378	927	0.382207	2	"neutral"	1643	23147	1218.26315789474	1.00906735751295	0.0520824002916336	0.00266404568112487	FALSE	1.02820551095123	1.00906735751295	0.00271257642013796	0.0520824002916336	0.0893177043275524	FALSE	FALSE
"1644"	"chr9-102"	"chr9"	102000001	103000000	"."	1000000	1252	1193	840	698	1066	1012	1201	939	1300	703	1799	596	668	218	3101	2078	725	1187	762	0.351054	2	"neutral"	1644	21338	1123.05263157895	0.933176100628931	0.0562765429590375	0.00363686857145728	FALSE	0.943772426604993	0.933176100628931	0.00316704928742039	0.0562765429590375	0.0524804590676041	FALSE	FALSE
"1645"	"chr9-103"	"chr9"	103000001	104000000	"."	1000000	1240	1269	822	819	967	1005	1317	927	1340	710	1895	562	691	181	3017	2146	736	1188	828	0.352143	2	"neutral"	1645	21660	1140	0.933962264150943	0.0637807121996275	0.0046635868623916	FALSE	0.943227544823529	0.931441916389197	0.00287089270991828	0.0535807121072339	0.0664757634003873	FALSE	FALSE
"1646"	"chr9-104"	"chr9"	104000001	105000000	"."	1000000	1429	1270	944	765	1088	1045	1338	1063	1195	852	1947	555	694	226	3189	2296	829	1149	808	0.384664	2	"neutral"	1646	22682	1193.78947368421	0.996078431372549	0.0521008503560903	0.00273591468742633	FALSE	1.00311145493843	0.996078431372549	0.00271449860782772	0.0521008503560903	0.0468035689707615	FALSE	FALSE
"1647"	"chr9-105"	"chr9"	105000001	106000000	"."	1000000	1442	1311	1009	740	1035	1078	1307	1150	1276	765	1996	596	772	208	3298	2227	743	1337	858	0.399789	2	"neutral"	1647	23148	1218.31578947368	1.02407704654896	0.0419219139405193	0.00167577975746926	FALSE	1.01825670001505	1.02407704654896	0.00175744686843631	0.0419219139405193	0.0520154384845525	FALSE	FALSE
"1648"	"chr9-106"	"chr9"	106000001	107000000	"."	1000000	1492	1265	985	770	1013	1005	1344	1152	1344	766	2053	612	735	217	3335	2415	859	1220	873	0.388237	2	"neutral"	1648	23455	1234.47368421053	1.0377358490566	0.042089296673018	0.00164501437502545	FALSE	1.02989765642251	1.0377358490566	0.00177150889442933	0.042089296673018	0.0610168864831813	FALSE	FALSE
"1649"	"chr9-107"	"chr9"	107000001	108000000	"."	1000000	1366	1321	919	726	1106	1037	1350	1062	1218	808	2037	587	694	188	3450	2395	814	1356	766	0.432423	2	"neutral"	1649	23200	1221.05263157895	0.999036608863198	0.0405808755181992	0.00164998508845546	FALSE	1.00420991909705	0.999036608863198	0.00164680745782358	0.0405808755181992	0.0591942644266811	FALSE	FALSE
"1650"	"chr9-108"	"chr9"	108000001	109000000	"."	1000000	1443	1356	1008	760	1060	1045	1293	1159	1268	745	2087	623	739	230	3324	2411	857	1293	842	0.408038	2	"neutral"	1650	23543	1239.10526315789	1.02425876010782	0.0390681546939782	0.00145487748621373	FALSE	1.03652103816259	1.02425876010782	0.00152632071119261	0.0390681546939782	0.0447939942838735	FALSE	FALSE
"1651"	"chr9-109"	"chr9"	109000001	110000000	"."	1000000	1443	1346	972	782	1083	1072	1297	1148	1308	844	2043	543	659	209	3554	2330	908	1297	807	0.427444	2	"neutral"	1651	23645	1244.47368421053	1.03275529865125	0.0512202001282299	0.00245973136113851	FALSE	1.02962904045033	1.03275529865125	0.00262350890117593	0.0512202001282299	0.0472208006167827	FALSE	FALSE
"1652"	"chr9-110"	"chr9"	110000001	111000000	"."	1000000	1368	1328	975	790	1044	1005	1347	1036	1307	727	1958	596	691	190	3332	2275	798	1258	854	0.39268	2	"neutral"	1652	22879	1204.15789473684	0.998683055311677	0.0364096654859218	0.00132916230204015	FALSE	0.99925083760316	0.998683055311677	0.00132566374079672	0.0364096654859218	0.0513846160652371	FALSE	FALSE
"1653"	"chr9-111"	"chr9"	111000001	112000000	"."	1000000	1302	1252	1073	745	1073	1058	1320	984	1290	803	1968	543	745	220	3270	2262	761	1144	911	0.400389	2	"neutral"	1653	22724	1196	1.00456621004566	0.0635408484240267	0.0040008188419018	FALSE	1.00333979869078	1.00456621004566	0.00403743941844514	0.0635408484240267	0.0735159948592581	FALSE	FALSE
"1654"	"chr9-112"	"chr9"	112000001	113000000	"."	1000000	1372	1350	997	713	1109	1032	1300	1062	1249	822	2017	572	680	189	3256	2269	793	1314	798	0.414033	2	"neutral"	1654	22894	1204.94736842105	0.994219653179191	0.0363688217728177	0.00133811603702313	FALSE	0.999438871677356	0.994219653179191	0.00132269119714298	0.0363688217728177	0.0500295191362821	FALSE	FALSE
"1655"	"chr9-113"	"chr9"	113000001	114000000	"."	1000000	1427	1345	1014	717	1115	1043	1358	1124	1225	792	2416	600	695	237	3501	2407	970	1261	906	0.45203	2	"neutral"	1655	24153	1271.21052631579	1.04891815616181	0.0667869969176991	0.0040541575870338	FALSE	1.04756474015147	1.04290926258275	0.0034695817984093	0.0589031560988824	0.057677013514573	FALSE	FALSE
"1656"	"chr9-114"	"chr9"	114000001	115000000	"."	1000000	1464	1265	1030	741	1141	1045	1286	1247	1207	816	2293	628	719	184	3434	2392	853	1385	813	0.464724	2	"neutral"	1656	23943	1260.15789473684	1.05308641975309	0.059016939825159	0.00314069200099061	FALSE	1.03904963801372	1.05308641975309	0.00348299918632644	0.059016939825159	0.0831049136233362	FALSE	FALSE
"1657"	"chr9-115"	"chr9"	115000001	116000000	"."	1000000	1390	1326	912	815	1122	1101	1374	1173	1237	817	2098	611	656	214	3391	2277	729	1414	761	0.39016	2	"neutral"	1657	23418	1232.52631578947	1.04	0.0593808411534249	0.00326006314357275	FALSE	1.02360766281497	1.04	0.00352608429608829	0.0593808411534249	0.0626790957809678	FALSE	FALSE
"1658"	"chr9-116"	"chr9"	116000001	117000000	"."	1000000	1451	1265	1037	705	1043	1029	1305	1212	1293	762	2062	590	714	197	3469	2347	968	1263	761	0.412658	2	"neutral"	1658	23473	1235.42105263158	1	0.0643793987054364	0.00414470697767354	FALSE	1.01243227374417	0.996575342465753	0.00252980330543306	0.0502971500726737	0.0477456176174214	FALSE	FALSE
"1659"	"chr9-117"	"chr9"	117000001	118000000	"."	1000000	1354	1364	999	789	1040	1080	1243	1154	1238	796	2139	627	731	244	3364	2403	837	1337	858	0.401323	2	"neutral"	1659	23597	1241.94736842105	1.04046242774566	0.0514488145870604	0.00244510740911482	FALSE	1.03324277621651	1.03940735023647	0.00110230332075042	0.0332009536120639	0.0226768857476995	FALSE	FALSE
"1660"	"chr9-118"	"chr9"	118000001	119000000	"."	1000000	1452	1239	923	803	1026	1074	1270	1058	1234	808	1994	620	725	194	3153	2325	767	1321	813	0.371791	2	"neutral"	1660	22799	1199.94736842105	0.979518072289157	0.0420279014513746	0.00184098607700211	FALSE	1.00282446409302	0.979518072289157	0.00176634450040646	0.0420279014513746	0.066313487019962	FALSE	FALSE
"1661"	"chr9-119"	"chr9"	119000001	120000000	"."	1000000	1432	1330	1003	744	1053	1041	1433	1149	1296	823	2172	630	732	179	3503	2520	863	1309	821	0.401953	2	"neutral"	1661	24033	1264.89473684211	1.05690200210748	0.0492315857316135	0.00216979252019963	FALSE	1.04730173889746	1.05842879528024	0.00111887993134033	0.0334496626491259	0.0341454372616792	FALSE	FALSE
"1662"	"chr9-120"	"chr9"	120000001	121000000	"."	1000000	1378	1422	1034	757	1125	1056	1241	1143	1294	850	2126	669	736	196	3501	2504	896	1304	875	0.432906	2	"neutral"	1662	24107	1268.78947368421	1.05421686746988	0.0487625965402794	0.00213950706524481	FALSE	1.05323506724422	1.05421686746988	0.00237779082135007	0.0487625965402794	0.0717024666698589	FALSE	FALSE
"1663"	"chr9-121"	"chr9"	121000001	122000000	"."	1000000	1335	1334	1060	706	1024	1056	1318	1100	1266	786	2203	650	756	195	3406	2367	895	1332	833	0.456016	2	"neutral"	1663	23622	1243.26315789474	1.01813471502591	0.0484782774692818	0.00226716886479269	FALSE	1.03145641072046	1.01813471502591	0.00235014338638867	0.0484782774692818	0.0571874249113122	FALSE	FALSE
"1664"	"chr9-122"	"chr9"	122000001	123000000	"."	1000000	1297	1350	977	697	1062	992	1391	1046	1224	793	2103	595	734	186	3337	2247	785	1320	795	0.423289	2	"neutral"	1664	22931	1206.89473684211	0.999059266227658	0.041683919799547	0.00174082293110745	FALSE	0.997618467294571	0.999059266227658	0.00173754916985506	0.041683919799547	0.0677064188150946	FALSE	FALSE
"1665"	"chr9-123"	"chr9"	123000001	124000000	"."	1000000	1348	1367	982	756	1115	1016	1326	1089	1279	863	2124	613	721	236	3216	2259	756	1251	800	0.428724	2	"neutral"	1665	23117	1216.68421052632	1.0188679245283	0.0539413672440725	0.00280290333345307	FALSE	1.01523459543397	1.01400017230981	0.00177489918657493	0.0421295524136553	0.0488881426110016	FALSE	FALSE
"1666"	"chr9-124"	"chr9"	124000001	125000000	"."	1000000	1400	1267	925	829	1132	1006	1391	1061	1240	871	2321	611	690	195	3500	2333	882	1325	807	0.468291	2	"neutral"	1666	23786	1251.89473684211	1.03559322033898	0.0569336878556848	0.00302245772231559	FALSE	1.03358231828112	1.03559322033898	0.00324144481284855	0.0569336878556848	0.0907243602733276	FALSE	FALSE
"1667"	"chr9-125"	"chr9"	125000001	126000000	"."	1000000	1393	1380	1041	771	999	1112	1306	1092	1236	846	2089	554	694	176	3212	2306	855	1308	769	0.422812	2	"neutral"	1667	23139	1217.84210526316	1.01229148375768	0.0604205939806509	0.00356253233098388	FALSE	1.00943974214975	1.01229148375768	0.00365064817697466	0.0604205939806509	0.0609512502827584	FALSE	FALSE
"1668"	"chr9-126"	"chr9"	126000001	127000000	"."	1000000	1385	1333	1032	798	1115	1027	1308	1128	1236	911	2264	602	730	174	3487	2373	910	1294	852	0.474842	2	"neutral"	1668	23959	1261	1.04059040590406	0.0650169682631607	0.0039038560403551	FALSE	1.05152422395731	1.04114682718381	0.00246117541945551	0.049610235027215	0.0529177867827169	FALSE	FALSE
"1669"	"chr9-127"	"chr9"	127000001	128000000	"."	1000000	1459	1306	970	741	1141	1087	1381	1144	1161	811	2237	622	699	196	3656	2495	879	1367	757	0.496759	2	"neutral"	1669	24109	1268.89473684211	1.05098934550989	0.0564165654767384	0.00288148697393169	FALSE	1.03888445903825	1.05098934550989	0.00318282886019111	0.0564165654767384	0.0669227358574696	FALSE	FALSE
"1670"	"chr9-128"	"chr9"	128000001	129000000	"."	1000000	1432	1236	881	814	1041	980	1272	1206	1240	768	2334	600	715	205	3393	2445	889	1308	711	0.509219	2	"neutral"	1670	23470	1235.26315789474	1.015625	0.070675527948757	0.00484251926802896	FALSE	1.02677797262946	1.01628707627119	0.00367545807183455	0.060625556260001	0.0867887818819534	FALSE	FALSE
"1671"	"chr9-129"	"chr9"	129000001	130000000	"."	1000000	1480	1387	967	705	1077	966	1339	1211	1189	769	2361	581	612	220	3709	2344	935	1347	737	0.519483	2	"neutral"	1671	23936	1259.78947368421	1.01902587519026	0.0865880770643677	0.00722014245574908	FALSE	1.0379920318096	1.02399932916668	0.0063530269430414	0.0797058777195346	0.106303027820628	TRUE	TRUE
"1672"	"chr9-130"	"chr9"	130000001	131000000	"."	1000000	1430	1404	1025	737	1043	933	1343	1072	1246	795	2257	566	691	189	3603	2415	921	1320	833	0.505091	2	"neutral"	1672	23823	1253.84210526316	1.0220700152207	0.0635558006599677	0.00386677670492171	FALSE	1.02538431011118	1.0220700152207	0.00403933979752955	0.0635558006599677	0.0848803965772426	FALSE	FALSE
"1673"	"chr9-131"	"chr9"	131000001	132000000	"."	1000000	1341	1456	1021	836	1147	970	1268	1194	1201	860	2157	592	735	214	3503	2393	872	1366	703	0.489648	2	"neutral"	1673	23829	1254.15789473684	1.05940594059406	0.073766799106397	0.00484838467768071	FALSE	1.05202391235667	1.06665265583162	0.00341885910311525	0.058471010792659	0.0648511345180802	FALSE	FALSE
"1674"	"chr9-132"	"chr9"	132000001	133000000	"."	1000000	1342	1304	1057	773	1120	952	1217	1195	1214	810	2303	633	660	207	3483	2372	955	1426	768	0.471345	2	"neutral"	1674	23791	1252.15789473684	1.04177897574124	0.0759845414920025	0.00531984914384108	FALSE	1.02869198933943	1.04152162132102	0.00485404555760184	0.0696709807423567	0.0931407066508937	FALSE	FALSE
"1675"	"chr9-133"	"chr9"	133000001	134000000	"."	1000000	1344	1388	986	766	1063	1010	1179	1167	1214	796	2172	600	733	205	3716	2472	1034	1323	723	0.543887	2	"neutral"	1675	23891	1257.42105263158	1.03234501347709	0.0865347531419159	0.00702637605128458	FALSE	1.03010583147282	1.03234501347709	0.00307323200655594	0.0554367387799458	0.0647058823529412	FALSE	FALSE
"1676"	"chr9-134"	"chr9"	134000001	135000000	"."	1000000	1413	1386	966	736	1058	992	1292	1137	1178	771	2286	604	598	162	3528	2378	978	1250	788	0.546513	2	"neutral"	1676	23501	1236.89473684211	0.998704663212435	0.0908688543725941	0.0082785819077647	FALSE	1.01714958511623	1.00830912823425	0.00266376490500421	0.0516116741154965	0.0635231731558332	FALSE	FALSE
"1677"	"chr9-135"	"chr9"	135000001	136000000	"."	1000000	1378	1348	899	756	1079	1025	1332	1200	1190	747	2248	613	656	202	3616	2501	899	1350	808	0.533849	2	"neutral"	1677	23847	1255.10526315789	1.0188679245283	0.0591239742371316	0.00336737480172385	FALSE	1.02714496048536	1.0188679245283	0.003495644329593	0.0591239742371316	0.0991218760452348	FALSE	FALSE
"1678"	"chr9-136"	"chr9"	136000001	137000000	"."	1000000	1390	1284	879	723	1061	924	1327	1177	1155	674	2293	567	618	230	3546	2240	890	1394	835	0.585578	2	"neutral"	1678	23207	1221.42105263158	1.00602409638554	0.0835990516869687	0.00690535381556235	FALSE	1.0050336760346	1.00602409638554	0.00698880144296046	0.0835990516869687	0.143689203353061	TRUE	TRUE
"1679"	"chr9-137"	"chr9"	137000001	138000000	"."	1000000	1427	1278	975	713	1100	1049	1353	1212	1217	725	2371	590	637	247	3445	2240	922	1358	1019	0.55095	2	"neutral"	1679	23878	1256.73684210526	1.0296803652968	0.0898875414010187	0.00762068728715959	FALSE	1.03537009800151	1.02853881278539	0.00396993358504621	0.0630074089694713	0.064973593373437	FALSE	FALSE
"1680"	"chr9-138"	"chr9"	138000001	138394717	"."	394717	430	389	383	255	395	368	464	350	358	227	665	176	211	57	1026	779	308	392	328	0.39583	2	"neutral"	1680	7561	397.947368421053	0.322878228782288	0.0366468140867201	0.0128823449964353	FALSE	0.331637483221894	0.322878228782288	0.00134298898270663	0.0366468140867201	0.0514171167837871	FALSE	FALSE
"1681"	"chr10-0"	"chr10"	1	1000000	"."	1000000	1313	1348	1039	752	1219	1087	1389	1096	1257	805	2245	556	694	199	3391	2257	816	1220	1047	0.452353	2	"neutral"	1681	23730	1248.94736842105	1.01347708894879	0.0746655502036309	0.00542766042609848	FALSE	1.02578785264877	1.01227359982495	0.0028080715072078	0.0529912399100813	0.0675678228993758	FALSE	FALSE
"1682"	"chr10-1"	"chr10"	1000001	2000000	"."	1000000	1332	1285	1048	754	1156	1073	1386	1174	1194	894	2360	530	636	206	3448	2422	904	1372	1044	0.456805	2	"neutral"	1682	24218	1274.63157894737	1.05945613765555	0.0875153135419887	0.00682342062062537	FALSE	1.06147481810636	1.06133474134753	0.00323443362896907	0.0568720812786825	0.0728016530869957	FALSE	FALSE
"1683"	"chr10-2"	"chr10"	2000001	3000000	"."	1000000	1346	1357	911	776	985	1090	1326	1153	1156	805	2116	598	670	225	3294	2263	777	1257	972	0.404874	2	"neutral"	1683	23077	1214.57894736842	1.01213704102013	0.0621066813570599	0.00376528634366146	FALSE	1.00865620174814	1.01063473055573	0.00261388188555381	0.0511261370098877	0.0780328307477566	FALSE	FALSE
"1684"	"chr10-3"	"chr10"	3000001	4000000	"."	1000000	1394	1259	993	761	1087	1084	1400	1148	1223	819	2106	651	691	170	3476	2430	841	1405	916	0.442616	2	"neutral"	1684	23854	1255.47368421053	1.04431599229287	0.0598012190068049	0.00327911174223575	FALSE	1.04575348689136	1.04534029330134	0.00146354017759982	0.0382562436420491	0.0392442302299805	FALSE	FALSE
"1685"	"chr10-4"	"chr10"	4000001	5000000	"."	1000000	1403	1323	894	739	1180	1018	1257	1081	1278	785	1958	586	771	222	3442	2214	699	1267	860	0.388849	2	"neutral"	1685	22977	1209.31578947368	0.997232472324723	0.0599744617842547	0.00361692826162705	FALSE	1.01723596425874	1.00703592528153	0.00248219589461262	0.0498216408261773	0.054425052563586	FALSE	FALSE
"1686"	"chr10-5"	"chr10"	5000001	6000000	"."	1000000	1419	1268	953	770	1017	967	1290	1060	1207	764	2110	603	715	189	3468	2254	920	1281	871	0.436129	2	"neutral"	1686	23126	1217.15789473684	1.00421496311907	0.0487113755741659	0.00235292135506146	FALSE	1.00778994204113	1.00421496311907	0.00237279811032745	0.0487113755741659	0.0562273180658313	FALSE	FALSE
"1687"	"chr10-6"	"chr10"	6000001	7000000	"."	1000000	1404	1426	993	770	952	948	1296	1179	1203	825	2194	529	712	178	3431	2379	823	1364	799	0.434648	2	"neutral"	1687	23405	1231.84210526316	1.0377358490566	0.0715628559038859	0.00475556024708861	FALSE	1.00910349558298	1.0377358490566	0.00512124234512034	0.0715628559038859	0.0973726408660565	FALSE	FALSE
"1688"	"chr10-7"	"chr10"	7000001	8000000	"."	1000000	1355	1383	979	732	1009	1027	1233	1057	1169	815	2071	645	707	197	3268	2324	809	1425	796	0.424225	2	"neutral"	1688	23001	1210.57894736842	1.00296076980015	0.0513490004586025	0.00262117547607876	FALSE	1.00747927161113	1.00296076980015	0.00263671984809756	0.0513490004586025	0.0507327998028408	FALSE	FALSE
"1689"	"chr10-8"	"chr10"	8000001	9000000	"."	1000000	1508	1302	992	747	973	1041	1412	1055	1269	727	2012	662	655	199	3196	2277	809	1235	897	0.399204	2	"neutral"	1689	22968	1208.84210526316	0.999561018437226	0.0575083795643983	0.00331011924488517	FALSE	1.00902624339913	0.999561018437226	0.0033072137201229	0.0575083795643983	0.0556076015150897	FALSE	FALSE
"1690"	"chr10-9"	"chr10"	9000001	10000000	"."	1000000	1402	1321	928	765	999	976	1404	989	1299	767	1976	567	709	200	2896	2217	773	1153	889	0.362227	2	"neutral"	1690	22230	1170	0.977871443624868	0.0539015238323856	0.00303835530414529	FALSE	0.984286236426543	0.977871443624868	0.00290537427145324	0.0539015238323856	0.086242499391067	FALSE	FALSE
"1691"	"chr10-10"	"chr10"	10000001	11000000	"."	1000000	1313	1278	983	669	1072	978	1261	1076	1249	807	2014	613	730	156	3172	2246	861	1264	786	0.391089	2	"neutral"	1691	22528	1185.68421052632	0.992619926199262	0.0647484807628293	0.00425493751966583	FALSE	0.993877623085571	0.993165309011581	0.00170237726391713	0.0412598747443218	0.0564199047115872	FALSE	FALSE
"1692"	"chr10-11"	"chr10"	11000001	12000000	"."	1000000	1444	1345	976	739	1071	1139	1413	1156	1298	882	2076	578	707	235	3460	2311	811	1262	813	0.437801	2	"neutral"	1692	23716	1248.21052631579	1.02845100105374	0.0522448733062062	0.0025805967751678	FALSE	1.04181138655377	1.02845100105374	0.00272952678678154	0.0522448733062062	0.0648813152612431	FALSE	FALSE
"1693"	"chr10-12"	"chr10"	12000001	13000000	"."	1000000	1369	1305	1046	741	1100	1054	1203	1089	1265	845	2089	609	623	226	3467	2341	844	1351	837	0.451125	2	"neutral"	1693	23404	1231.78947368421	1.02401960784314	0.0559526587721506	0.00298555386738587	FALSE	1.02543839690891	1.02401960784314	0.00313070002367272	0.0559526587721506	0.041162513920272	FALSE	FALSE
"1694"	"chr10-13"	"chr10"	13000001	14000000	"."	1000000	1393	1350	977	738	1156	1058	1297	1146	1330	865	2216	595	614	243	3290	2343	854	1401	901	0.442597	2	"neutral"	1694	23767	1250.89473684211	1.05432098765432	0.0664260189568448	0.00396945375387623	FALSE	1.04872886602572	1.05432098765432	0.00153015144447199	0.0391171502601095	0.0662743459386681	FALSE	FALSE
"1695"	"chr10-14"	"chr10"	14000001	15000000	"."	1000000	1353	1273	1012	758	1062	1034	1384	1136	1197	788	2087	588	685	200	3440	2499	876	1290	833	0.426854	2	"neutral"	1695	23495	1236.57894736842	1.01415094339623	0.0368145071041067	0.00131774926457671	FALSE	1.02114360611988	1.01415094339623	0.00135530793331832	0.0368145071041067	0.0531006940984884	FALSE	FALSE
"1696"	"chr10-15"	"chr10"	15000001	16000000	"."	1000000	1364	1205	1037	741	1142	1081	1321	1076	1248	735	2120	552	656	180	3220	2237	774	1280	885	0.414692	2	"neutral"	1696	22854	1202.84210526316	0.998652291105121	0.0526772182797244	0.00278238395921374	FALSE	0.995299885513963	0.998652291105121	0.00277488932568973	0.0526772182797244	0.070605046854666	FALSE	FALSE
"1697"	"chr10-16"	"chr10"	16000001	17000000	"."	1000000	1390	1250	934	751	1119	1089	1389	1107	1172	770	2069	627	740	236	3294	2251	766	1234	904	0.401673	2	"neutral"	1697	23092	1215.36842105263	1.01421568627451	0.0535851323349871	0.00279143788706293	FALSE	1.01427897023202	1.01317636364732	0.00171798570163622	0.0414485910693743	0.0654532190426114	FALSE	FALSE
"1698"	"chr10-17"	"chr10"	17000001	18000000	"."	1000000	1388	1261	1020	756	1120	1054	1306	992	1246	843	2079	605	719	218	3267	2237	870	1242	849	0.399412	2	"neutral"	1698	23072	1214.31578947368	1.01911764705882	0.0424939928388422	0.00173862706892469	FALSE	1.02023239768229	1.01911764705882	0.00180573942738757	0.0424939928388422	0.0435486128678851	FALSE	FALSE
"1699"	"chr10-18"	"chr10"	18000001	19000000	"."	1000000	1425	1270	930	753	1074	1067	1358	1092	1210	757	1903	644	786	206	3255	2189	808	1201	844	0.394477	2	"neutral"	1699	22772	1198.52631578947	1.00738007380074	0.0455805618353098	0.00204725827793795	FALSE	1.00825256467877	1.00738007380074	0.0020775876172225	0.0455805618353098	0.0435957248971657	FALSE	FALSE
"1700"	"chr10-19"	"chr10"	19000001	20000000	"."	1000000	1358	1218	936	691	1048	1100	1353	1000	1182	756	1874	571	753	207	2943	2137	740	1188	765	0.365675	2	"neutral"	1700	21820	1148.42105263158	0.955294117647059	0.0502976942168008	0.0027721833162175	FALSE	0.968218989488193	0.955294117647059	0.0025298580435268	0.0502976942168008	0.068853322779918	FALSE	FALSE
"1701"	"chr10-20"	"chr10"	20000001	21000000	"."	1000000	1364	1282	933	806	1086	1020	1328	1063	1182	745	1902	616	699	187	3070	2258	789	1174	836	0.379451	2	"neutral"	1701	22340	1175.78947368421	0.983140147523709	0.041562618402443	0.00178720733038639	FALSE	0.985662896047749	0.983140147523709	0.0017274512484671	0.041562618402443	0.0515949383742439	FALSE	FALSE
"1702"	"chr10-21"	"chr10"	21000001	22000000	"."	1000000	1339	1205	1038	751	1016	962	1298	998	1211	790	2006	618	698	196	3162	2129	751	1207	783	0.40995	2	"neutral"	1702	22158	1166.21052631579	0.971577815332616	0.0447214445762787	0.00211873415474738	FALSE	0.976135675308486	0.971577815332616	0.00200000760498917	0.0447214445762787	0.0470617150676194	FALSE	FALSE
